scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
20m,1800,fixed_2000,2000,0.06668889629876626,50,442.55725279196525,442.92162499975996,10.362862956248579,411.84130502311325,466.98272251277643,all_pixels,1993,2000,0.023415869677589247,1.4655301337740485,439.6121597258662,445.5023458580643,546.5497044693014,-103.99245167733619,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.7%)","2,000
6.7%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_3000,3000,0.10003334444814939,50,502.3825274971468,502.2111268509988,9.306212503050803,474.7366188879236,519.5940673415583,all_pixels,2992,3000,0.018524156382217445,1.3160971936140513,499.7377311672047,505.0273238270889,546.5497044693014,-44.167176972154664,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.0%)","3,000
10.0%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_4000,4000,0.13337779259753252,50,546.5497044693014,545.8873697079105,12.202957191651793,521.4959566978313,574.7105278161456,all_pixels,3989,4000,0.022327259701843287,1.725758756149226,543.081662407685,550.0177465309179,546.5497044693014,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.3%)","4,000
13.3%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_1,254,0.00999213217938631,50,72.71782487047389,72.70820940792697,7.264488366690435,53.47127842054097,88.81953641071362,all_pixels,254,254,0.0998996928143829,1.0273537971875186,70.65328011987516,74.78236962107262,488.65593090705835,-415.9381060365845,percent,0.01,1% of pixels,1%,1% of pixels = 254 pixels (1.0%),"1%
254 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_2,508,0.01998426435877262,50,175.18001143190915,173.3416236397748,11.284973411841193,152.98600215864104,202.1221141613478,all_pixels,508,508,0.06441929829549964,1.5959362450045593,171.97285747391098,178.38716538990732,488.65593090705835,-313.4759194751492,percent,0.02,2% of pixels,2%,2% of pixels = 508 pixels (2.0%),"2%
508 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_3,763,0.03001573564122738,50,242.83352708544618,243.2728061498811,9.454263206571056,222.08772976845526,266.0007997087498,all_pixels,763,763,0.038933104996018,1.3370347248977734,240.1466552111097,245.52039895978265,488.65593090705835,-245.82240382161217,percent,0.03,3% of pixels,3%,3% of pixels = 763 pixels (3.0%),"3%
763 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_1250,1250,0.04917387883556255,50,314.52314189450016,313.0168936267928,11.998964450600038,292.6439728533787,342.35835906129444,all_pixels,1250,1250,0.03814970300221923,1.6969098260471207,311.1130739284346,317.93320986056574,488.65593090705835,-174.1327890125582,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)","1,250
4.9%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_2000,2000,0.07867820613690008,50,384.40874946241394,385.94934956416944,8.466576325776133,364.9230847958967,399.9226687823622,all_pixels,2000,2000,0.02202493137218242,1.1973547066779575,382.0025750938138,386.8149238310141,488.65593090705835,-104.24718144464441,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.9%)","2,000
7.9%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_3000,3000,0.11801730920535011,50,442.92534552208224,442.2806317001451,11.17886515800098,425.41813415187573,466.00300303388474,all_pixels,2999,3000,0.025238711830374704,1.5809302718385037,439.7483471961676,446.1023438479969,488.65593090705835,-45.73058538497611,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.8%)","3,000
11.8%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_4000,4000,0.15735641227380015,50,488.65593090705835,486.75429540559975,12.393590234428451,461.84439021088207,513.32212912495,all_pixels,3999,4000,0.02536261088947203,1.7527183396023462,485.1337115341312,492.1781502799855,488.65593090705835,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.7%)","4,000
15.7%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_1,256,0.009994924452426503,50,88.4620527584797,89.01913108914263,7.9218690787852895,67.7722588388047,109.63049386922171,all_pixels,255,256,0.08955104286821926,1.1203214690562213,86.21068247664007,90.71342304031933,355.9978338274828,-267.53578106900306,percent,0.01,1% of pixels,1%,1% of pixels = 256 pixels (1.0%),"1%
256 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_2,512,0.019989848904853006,50,158.4577262036834,160.24242575637834,8.39663101240524,135.81181444335482,176.2525561773651,all_pixels,510,512,0.052989722960003316,1.1874629455986023,156.0714300731999,160.84402233416688,355.9978338274828,-197.5401076237994,percent,0.02,2% of pixels,2%,2% of pixels = 512 pixels (2.0%),"2%
512 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_3,768,0.029984773357279507,50,194.07165737222263,193.52898115196638,7.110571215939982,179.21206053445576,212.27805019870354,all_pixels,766,768,0.036638895716246477,1.005586624980207,192.05085539187405,196.0924593525712,355.9978338274828,-161.92617645526016,percent,0.03,3% of pixels,3%,3% of pixels = 768 pixels (3.0%),"3%
768 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_1250,1250,0.04880334205286378,50,239.72213782163846,239.66568384448254,9.186796005289008,220.15642248891515,267.15748672600535,all_pixels,1245,1250,0.038322685125244046,1.2992091505434686,237.1112792848546,242.33299635842232,355.9978338274828,-116.27569600584434,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)","1,250
4.9%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_2000,2000,0.07808534728458205,50,283.8918787302987,283.57212136256715,9.042144518916539,266.82360785613866,307.45547046972587,all_pixels,1995,2000,0.03185066286276792,1.2787523411589314,281.3221296910847,286.4616277695127,355.9978338274828,-72.10595509718411,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.8%)","2,000
7.8%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_3000,3000,0.11712802092687308,50,325.22340308764194,325.59906987061964,9.101342628752944,302.2478198339949,340.3605151754979,all_pixels,2991,2999,0.027984894513573163,1.287124218138681,322.6368301317611,327.8099760435228,355.9978338274828,-30.774430739840852,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.7%)","3,000
11.7%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_4000,4000,0.1561706945691641,50,355.9978338274828,356.1975643484982,8.803000683610595,339.57255512528116,385.3408116233761,all_pixels,3984,3999,0.024727680472001256,1.244932295634173,353.4960487142739,358.4996189406917,355.9978338274828,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.6%)","4,000
15.6%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_1,233,0.009979441493918108,50,61.63668615231439,61.71412806598791,8.628487379224007,44.197115003898936,81.46703930737134,all_pixels,233,233,0.13998947571421336,1.2202523874463673,59.18449717145433,64.08887513317444,533.219007080027,-471.58232092771266,percent,0.01,1% of pixels,1%,1% of pixels = 233 pixels (1.0%),"1%
233 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_2,467,0.020001713208840158,50,156.92656943587394,155.76483683823267,10.82205272333188,138.22117143697892,189.26376467349905,all_pixels,466,467,0.06896252662780712,1.5304693734052632,153.85097608189403,160.00216278985386,533.219007080027,-376.2924376441531,percent,0.02,2% of pixels,2%,2% of pixels = 467 pixels (2.0%),"2%
467 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_3,700,0.029981154702758268,50,223.99702355347594,225.04265358769928,12.615341742019137,192.4669561787555,257.0566548774735,all_pixels,700,700,0.056319238273304165,1.7840787385534889,220.41178309939008,227.5822640075618,533.219007080027,-309.22198352655107,percent,0.03,3% of pixels,3%,3% of pixels = 700 pixels (3.0%),"3%
700 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_1250,1250,0.05353777625492548,50,322.4264861957531,319.94748653369675,13.909380399418003,296.1055860193269,357.7749079796015,all_pixels,1249,1250,0.04313969538772095,1.9670834405063438,318.4734840243446,326.3794883671616,533.219007080027,-210.79252088427393,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (5.4%)","1,250
5.4%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_2000,2000,0.08566044200788075,50,407.91218903832447,407.63862681878277,11.147844770326095,380.67070978266327,429.84300455796756,all_pixels,1998,2000,0.027329030781374185,1.5765433265425144,404.74400660904325,411.0803714676057,533.219007080027,-125.30681804170257,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (8.6%)","2,000
8.6%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_3000,3000,0.12849066301182113,50,477.65030018401643,474.47302185858706,13.903406554397417,448.1263605147547,515.359248258588,all_pixels,2998,3000,0.029107919641296325,1.966238611241581,473.698995760578,481.6016046074549,533.219007080027,-55.56870689601061,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (12.8%)","3,000
12.8%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_4000,4000,0.1713208840157615,50,533.219007080027,532.2995808138123,12.162476117397745,507.33920218309936,560.6243554647707,all_pixels,3996,4000,0.022809532210790764,1.7200338677262754,529.7624696124207,536.6755445476334,533.219007080027,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (17.1%)","4,000
17.1%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_1,294,0.010006807351940095,50,82.58835862921015,82.49255019505517,11.10369935000678,62.217728949267126,108.84086784246004,all_pixels,293,294,0.13444630132266103,1.5703002213292907,79.43272218956824,85.74399506885206,568.617821173497,-486.02946254428684,percent,0.01,1% of pixels,1%,1% of pixels = 294 pixels (1.0%),"1%
294 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_2,588,0.02001361470388019,50,208.1771194109307,207.56793181877677,12.41078615773741,183.09683449503606,234.90932927946923,all_pixels,587,588,0.059616475589899826,1.755150210398452,204.65001301067178,211.7042258111896,568.617821173497,-360.4407017625663,percent,0.02,2% of pixels,2%,2% of pixels = 588 pixels (2.0%),"2%
588 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_3,881,0.02998638529611981,50,281.0532951357353,281.8154192806112,12.798019819680485,251.42419020773676,304.6655420135324,all_pixels,879,881,0.04553591806671277,1.8099133200511814,277.4161381464101,284.6904521250605,568.617821173497,-287.56452603776165,percent,0.03,3% of pixels,3%,3% of pixels = 881 pixels (3.0%),"3%
881 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_1250,1250,0.042545949625595644,50,350.2770798473034,349.8113087089952,13.029146270200782,324.44200831497426,382.4623911392913,all_pixels,1248,1250,0.03719668519527623,1.8425995361460772,346.57423744751844,353.9799222470884,568.617821173497,-218.34074132619355,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.3%)","1,250
4.3%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_2000,2000,0.06807351940095303,50,443.46295445530535,442.99217218276027,13.736451609895239,414.768751091492,473.17891850559835,all_pixels,1997,2000,0.030975420769402,1.9426276165595582,439.55909810210386,447.36681080850684,568.617821173497,-125.15486671819161,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.8%)","2,000
6.8%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_3000,3000,0.10211027910142954,50,518.409866807595,518.4036791863799,12.800427389661428,486.59344024439804,551.0445409940061,all_pixels,2995,3000,0.024691712502478733,1.8102538018631225,514.7720255944517,522.0477080207382,568.617821173497,-50.20795436590197,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.2%)","3,000
10.2%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_4000,4000,0.13614703880190607,50,568.617821173497,570.0860088217654,13.89382246159346,531.734175929897,594.6839526810717,all_pixels,3994,4000,0.024434377439876562,1.964883215838941,564.6692405190962,572.5664018278977,568.617821173497,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.6%)","4,000
13.6%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_1,263,0.009990123831953203,50,84.22187384313418,84.56453867798955,7.805309798145963,70.16587269877498,112.23486605548189,all_pixels,262,263,0.09267556564561354,1.1038374975061624,82.00362934233108,86.44011834393727,420.12891631440425,-335.9070424712701,percent,0.01,1% of pixels,1%,1% of pixels = 263 pixels (1.0%),"1%
263 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_2,527,0.02001823292562486,50,165.07491181970042,165.04096892757798,9.631745794852593,143.1593494042683,188.1038277818633,all_pixels,526,527,0.058347726427215446,1.3621345532410563,162.3375999518691,167.81222368753174,420.12891631440425,-255.05400449470383,percent,0.02,2% of pixels,2%,2% of pixels = 527 pixels (2.0%),"2%
527 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_3,790,0.03000835675757806,50,212.51047741001065,212.7248607273536,9.54656906284012,190.31219335324306,241.63061708890376,all_pixels,788,790,0.0449228159438995,1.3500887442799905,209.79737250157868,215.22358231844262,420.12891631440425,-207.6184389043936,percent,0.03,3% of pixels,3%,3% of pixels = 790 pixels (3.0%),"3%
790 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_1250,1250,0.04748157714806655,50,263.1419136578931,264.5950464414425,10.671822448231762,233.3643816068199,285.4066447438947,all_pixels,1247,1250,0.04055538815494836,1.5092236041527003,260.1090152756969,266.1748120400893,420.12891631440425,-156.98700265651115,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.7%)","1,250
4.7%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_2000,2000,0.07597052343690648,50,324.34881982048597,322.166175295057,10.640977889035758,302.2774529251567,354.81312705919896,all_pixels,1993,2000,0.03280720396924864,1.5048615247586596,321.32468736502244,327.3729522759495,420.12891631440425,-95.78009649391828,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.6%)","2,000
7.6%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_3000,3000,0.11395578515535972,50,382.1793998969329,382.6795393588999,11.133427314722358,360.69530685255603,414.4764583038073,all_pixels,2987,2999,0.029131416601012112,1.5745043904175426,379.01531486319857,385.3434849306673,420.12891631440425,-37.94951641747133,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.4%)","3,000
11.4%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_4000,4000,0.15194104687381296,50,420.12891631440425,420.940129568643,11.320564332160393,392.74447820906335,439.3651235493021,all_pixels,3983,3995,0.026945453865614494,1.6009695612258346,416.91164752876716,423.34618510004134,420.12891631440425,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.2%)","4,000
15.2%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_1,312,0.010015408320493066,50,102.17540525308486,104.81236854516781,11.371520839714208,73.26224880508887,130.2098234737305,all_pixels,312,312,0.1112941104715695,1.6081758996332118,98.94365478823391,105.40715571793581,493.14498210284626,-390.9695768497614,percent,0.01,1% of pixels,1%,1% of pixels = 312 pixels (1.0%),"1%
312 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_2,623,0.019998715973292246,50,226.08383597214507,222.80423901907415,15.36024856140326,198.7591621782743,271.8556287097981,all_pixels,622,623,0.06794049868870651,2.172267183695831,221.71850163136145,230.4491703129287,493.14498210284626,-267.0611461307012,percent,0.02,2% of pixels,2%,2% of pixels = 623 pixels (2.0%),"2%
623 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_3,935,0.03001412429378531,50,295.1779172707755,295.3541751177746,10.573057747585587,270.03970993479203,317.6467679651741,all_pixels,934,935,0.035819270781989446,1.4952561662389465,292.1730875059369,298.18274703561406,493.14498210284626,-197.96706483207078,percent,0.03,3% of pixels,3%,3% of pixels = 935 pixels (3.0%),"3%
935 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_1250,1250,0.040125834617360044,50,342.91224914697153,342.2722372727168,9.455578459452262,322.8569385035493,367.207689802573,all_pixels,1249,1250,0.027574338574880185,1.3372207297440286,340.22500348190204,345.59949481204103,493.14498210284626,-150.23273295587472,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)","1,250
4.0%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_2000,2000,0.06420133538777606,50,409.26364240708284,411.45625758520646,10.461561272439857,387.3936778845059,433.64753198252083,all_pixels,1999,2000,0.025561912147656744,1.479488183508158,406.2904995898795,412.23678522428617,493.14498210284626,-83.88133969576342,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.4%)","2,000
6.4%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_3000,3000,0.0963020030816641,50,458.222249832733,458.06201426395114,9.093961583660045,439.45465379273355,479.54505870942086,all_pixels,2997,3000,0.01984618072775745,1.2860803807311945,455.63777454665785,460.8067251188081,493.14498210284626,-34.92273227011327,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.6%)","3,000
9.6%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_4000,4000,0.12840267077555212,50,493.14498210284626,494.7468621827777,8.46145459513728,476.44673380167353,509.2274490267964,all_pixels,3997,4000,0.017158148013706503,1.1966303845847286,490.74026331398835,495.54970089170416,493.14498210284626,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.8%)","4,000
12.8%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,pct_1,364,0.010009074160640142,50,104.57920386344688,106.04964172575473,9.726528921774209,82.27606477216497,122.03607543499677,all_pixels,364,364,0.0930063393337218,1.3755389115987242,101.81495492899037,107.34345279790338,652.1463048689133,-547.5671010054664,percent,0.01,1% of pixels,1%,1% of pixels = 364 pixels (1.0%),"1%
364 px",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,pct_2,727,0.019990650864795005,50,215.88225115615091,216.96285390126997,14.045881900371208,189.25463304235555,249.45867944660918,all_pixels,726,727,0.0650626988793609,1.9863876678995744,211.89045568740102,219.8740466249008,652.1463048689133,-436.26405371276235,percent,0.02,2% of pixels,2%,2% of pixels = 727 pixels (2.0%),"2%
727 px",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,pct_3,1091,0.02999972502543515,50,296.29014347803326,294.63024486105127,13.383162637388265,271.0308527585288,331.0726528521827,all_pixels,1090,1091,0.045169111872195924,1.8926650109239365,292.4866907398996,300.09359621616693,652.1463048689133,-355.85616139088,percent,0.03,3% of pixels,3%,"3% of pixels = 1,091 pixels (3.0%)","3%
1,091 px",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,fixed_1250,1250,0.03437182060659389,50,330.1674288476243,329.68206277452884,12.036500849084158,306.08005341964645,354.1525233086477,all_pixels,1248,1250,0.036455748803250754,1.7022182744290089,326.7466931551429,333.5881645401057,652.1463048689133,-321.97887602128895,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (3.4%)","1,250
3.4%",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,fixed_2000,2000,0.054994912970550223,50,446.2054970034386,442.9776499171393,14.776863098703071,420.7231966327575,478.4226530538228,all_pixels,1998,2000,0.03311672132669669,2.08976402035164,442.0059589766963,450.4050350301809,652.1463048689133,-205.94080786547465,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (5.5%)","2,000
5.5%",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,fixed_3000,3000,0.08249236945582533,50,559.7648464852671,560.6751729145941,17.918119412255333,530.7516744224334,598.2660623387362,all_pixels,2995,3000,0.03201008338548272,2.5340047485032122,554.6725732919072,564.857119678627,652.1463048689133,-92.38145838364619,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (8.2%)","3,000
8.2%",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,fixed_4000,4000,0.10998982594110045,50,652.1463048689133,655.6415202369913,21.121628284111985,597.8328793463378,692.1740512605805,all_pixels,3994,4000,0.032387867762829085,2.9870493178794333,646.143604527619,658.1490052102075,652.1463048689133,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (11.0%)","4,000
11.0%",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,pct_1,292,0.010002055216825375,50,91.1877549941576,89.89728910713671,10.732839485572763,69.50887203947727,116.59333168698973,all_pixels; fallback_sampled_pixels,291,292,0.1177004465814562,1.5178527163270472,88.13751576181741,94.23799422649779,505.2818129857963,-414.0940579916387,percent,0.01,1% of pixels,1%,1% of pixels = 292 pixels (1.0%),"1%
292 px",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,pct_2,584,0.02000411043365075,50,210.0154412104447,210.46693349006785,9.299397048879264,192.67373643486968,232.36734478497888,all_pixels,582,584,0.044279587230735384,1.315133342841739,207.37258181114694,212.65830060974244,505.2818129857963,-295.2663717753516,percent,0.02,2% of pixels,2%,2% of pixels = 584 pixels (2.0%),"2%
584 px",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,pct_3,876,0.030006165650476126,50,278.09650261115945,275.73101043017164,11.10600211427996,256.05705767184463,309.14692830197504,all_pixels,874,876,0.03993578491639146,1.5706258813758986,274.9402117331522,281.2527934891667,505.2818129857963,-227.18531037463686,percent,0.03,3% of pixels,3%,3% of pixels = 876 pixels (3.0%),"3%
876 px",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,fixed_1250,1250,0.042817017195314104,50,338.07217853112456,340.3745425839513,10.917476066862626,313.64998150370656,365.8213397225078,all_pixels,1248,1250,0.032293328940279864,1.54396427206408,334.9694661629723,341.1748908992768,505.2818129857963,-167.20963445467174,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.3%)","1,250
4.3%",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,fixed_2000,2000,0.06850722751250257,50,413.4148950828006,411.6066033086589,12.85272682673733,385.05768078829055,444.24421442121564,all_pixels,1996,2000,0.031089172111621974,1.8176500591848443,409.76219053409625,417.067599631505,505.2818129857963,-91.86691790299568,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.9%)","2,000
6.9%",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,fixed_3000,3000,0.10276084126875386,50,472.8132369170546,472.53741147153033,10.232683116937656,448.25131292822465,502.0610020510169,all_pixels; fallback_sampled_pixels,2993,3000,0.02164212487716957,1.4471199243439428,469.9051405519367,475.7213332821725,505.2818129857963,-32.4685760687417,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.3%)","3,000
10.3%",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,821,fixed_4000,4000,0.13701445502500514,50,505.2818129857963,505.5354921094141,9.942419994042712,484.07290059479556,526.1702933213384,all_pixels,3991,4000,0.019676979733925626,1.406070519838463,502.4562084874715,508.10741748412113,505.2818129857963,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.7%)","4,000
13.7%",29194,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,pct_1,270,0.009992228266903519,50,65.23646331694658,65.95370165380915,9.517371448984461,41.15902660929884,83.67268122368881,all_pixels,270,270,0.14589036506692596,1.3459595781296299,62.53165627856036,67.9412703553328,574.4763493293245,-509.23988601237795,percent,0.01,1% of pixels,1%,1% of pixels = 270 pixels (1.0%),"1%
270 px",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,pct_2,540,0.019984456533807038,50,187.44624859117533,186.8013221768025,14.42653625774712,150.80838735055312,215.53216388148007,all_pixels,540,540,0.07696359018212061,2.0402203233773175,183.34627235102846,191.5462248313222,574.4763493293245,-387.0301007381492,percent,0.02,2% of pixels,2%,2% of pixels = 540 pixels (2.0%),"2%
540 px",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,pct_3,811,0.030013693053550942,50,266.51098930290823,266.28663574407966,14.083065522763379,237.1619752292756,303.70735261068995,all_pixels,810,811,0.05284234454871577,1.9916462262080912,262.50862636559856,270.5133522402179,574.4763493293245,-307.9653600264163,percent,0.03,3% of pixels,3%,3% of pixels = 811 pixels (3.0%),"3%
811 px",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,fixed_1250,1250,0.046260316050479255,50,351.9764863650498,352.8839278654494,11.34347151628485,331.33096702560374,372.70651522224045,all_pixels,1249,1250,0.03222792418161721,1.6042091262722933,348.7527074297163,355.20026530038336,574.4763493293245,-222.4998629642747,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.6%)","1,250
4.6%",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,fixed_2000,2000,0.07401650568076681,50,437.43604781273945,435.26868997307594,11.867268908426317,412.93147999251795,472.50841847460146,all_pixels,1999,2000,0.027129151718896603,1.6782852638625052,434.06340730564244,440.80868831983645,574.4763493293245,-137.0403015165851,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.4%)","2,000
7.4%",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,fixed_3000,3000,0.11102475852115022,50,515.9283124418363,518.8234544111854,17.562478180628744,472.3511074239307,564.250994074484,all_pixels,2997,3000,0.03404053965851829,2.4837094831926727,510.9371113681892,520.9195135154833,574.4763493293245,-58.54803688748825,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.1%)","3,000
11.1%",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,905,fixed_4000,4000,0.14803301136153363,50,574.4763493293245,575.3234935052888,12.286765232827205,547.8547090273797,605.6630466304674,all_pixels,3995,4000,0.02138776513109975,1.7376110029958451,570.9844892859408,577.9682093727083,574.4763493293245,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (14.8%)","4,000
14.8%",27021,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
