quad_id,scale,center_x,center_y,sp_rich,sp_shannon,sp_simpson,sp_even,phy_faith,phy_rao,phy_afaith,spec_sa,spec_pca_mean,spec_pca_med,spec_pca_sd,spec_rao_q,spec_alpha,spec_convex,spec_hull3d_v,spec_hull3d_a,env_elev,env_tri5,env_tri11,env_tri21,parent_20m,edge_flag,primary_analysis,spec_sa_z,spec_pca_mean_z,spec_rao_q_z,spec_alpha_z,phy_faith_z,phy_afaith_z,sp_shannon_z,env_elev_z,env_tri11_z
1003_a,10m,563596.8615715856,3847906.264602517,5,1.1401743120754804,0.6154129714780343,0.708430131579969,492.463832,86.37656377460488,162.0506701184617,2.86382297942568,8.43414312936123,7.61544998230646,4.61108834854139,184.789170794891,691.512350503602,1452.47757942124,15973.4825174565,3856.72859217569,213.8789909614416,1.7333835729529017,8.179000308058232,29.789639189388627,1003,FALSE,TRUE,0.20753056918669135,0.43424039409360154,0.20856093441669074,0.7313778181142849,-0.15873801705854282,-0.4528855564690167,-0.026219772482232145,-0.6301467668254473,-0.27602240691156693
1003_b,10m,563590.0706935859,3847898.924075614,3,0.6465765272542581,0.371455268961566,0.5885393181229821,394.22946500000006,100.56527991547787,92.7973710221902,2.80129208964044,8.31568034124757,7.35497214192212,4.65781937687313,181.686572779803,634.830314734706,967.11597568158,10325.7643963335,2982.773199053,212.3006980612683,1.3979302040710124,6.3500115951793425,22.1097409597526,1003,FALSE,TRUE,-0.38491544388847465,0.35562793664046954,0.17311397585682312,0.38514247284322306,-0.48072741175998135,-0.5472036567814345,-1.0099945627528946,-0.7201350621394932,-0.7783507119631315
1003_c,10m,563582.7301758337,3847905.7149094576,5,1.5128104775185771,0.7623628801010702,0.9399619990501002,921.523179,311.56165784172043,861.0742186488334,2.83243877999138,7.41112326828398,6.68421011934132,4.0333762849372,142.381210038406,528.549947005455,976.664331638016,7644.20281039652,2503.8369370441,213.21044470804804,1.487806559993238,7.220223090203397,26.58997143344703,1003,FALSE,TRUE,-0.08981757174438003,-0.24464034629115408,-0.2759469587210468,-0.26405827157438316,1.2476186751113625,0.49913512747525846,0.7164700790105633,-0.6682647471286416,-0.5393487639173391
1003_d,10m,563589.5210538335,3847913.0554363593,7,1.7809186878493724,0.8074630862976303,0.915211161581104,1006.080821,212.7871494948207,605.1111525273903,2.85110823143384,7.55074517272777,6.29585662533943,5.03229989380122,164.670147249965,720.477146260135,1233.76995616879,12584.460076404,3380.13541938321,215.14559041414992,2.381287094710137,10.619801454819344,34.026322743449526,1003,FALSE,TRUE,0.08706527945721258,-0.15198660077841442,-0.0212974585797233,0.908305762275602,1.5247789480020195,0.15053151635839743,1.2508284300788366,-0.5579300537030532,0.39433903074352306
1004_a,10m,563582.1804682793,3847919.8463349952,10,1.8172790954835132,0.8122099203534126,0.7892342832466224,1207.885368,190.53064050799784,776.4171819078273,2.83609365992005,5.74640221205981,4.99686367150048,3.53669468171553,91.0559636623929,542.84881915188,954.622264929271,7231.78856410547,2424.25912776334,216.45925023580372,2.1400190392765635,9.508380837211892,31.75988248569049,1004,FALSE,TRUE,-0.05518958149115184,-1.3493569859011618,-0.8623341969382181,-0.17671534418219276,2.1862472907107176,0.38383822483397856,1.3232972569140065,-0.4830301362288003,0.0890894515029082
1004_b,10m,563575.3896242131,3847912.5057767,6,1.16732522167926,0.6269784813631036,0.6514966108604854,922.392817,164.2962683861744,486.755796976936,2.87904644764019,7.90234062326873,7.2793028558641,3.7960856855398,153.709204950274,457.489138033256,735.013208012735,6397.83212138579,2073.8004742474,214.16646664065283,1.718550208699256,8.034027117993888,28.756524015182116,1004,FALSE,TRUE,0.35176461223067657,0.0813337763331444,-0.14652543383942715,-0.698124610159059,1.2504691461000887,-0.010660115563736246,0.02789388285110842,-0.6137559902378908,-0.31583902050253454
1004_c,10m,563568.0490730422,3847919.2967825127,3,0.49666103033471987,0.2530984575514138,0.4520803521475636,772.5051470000001,161.08633621413634,582.4618644816817,2.83064045208284,7.9410871383243,7.44124500859224,4.22940706700051,161.892307994375,529.908823197857,770.707606480991,6641.93274724357,2139.82052489202,214.8247142106897,1.77891080903193,8.541874330835622,30.173916688903493,1004,FALSE,TRUE,-0.10685574604952129,0.10704614402907167,-0.05303407173425716,-0.2557577410575325,0.7591722445125927,0.11968478631409538,-1.3087865976356243,-0.5762252019312796,-0.17635974003699037
1004_d,10m,563574.8399171089,3847926.637340808,6,1.0920143335380676,0.5907566972929037,0.6094648038938737,1067.227346,165.33705974173054,500.1945158402912,2.92555255802296,7.58863771951747,6.88529713595498,4.06322206354843,148.190315464287,637.278103967201,1032.65414685376,8176.64752108798,2578.73594601004,217.31993996246305,1.8212636425631217,8.496742250451465,29.935648342502155,1004,FALSE,TRUE,0.7923845966021327,-0.12684093039761912,-0.2095783481889263,0.4000944966822955,1.7252030274165724,0.007642470022291978,-0.12220596659013923,-0.43395686137095796,-0.18875518090722918
1005_a,10m,563567.4993284721,3847933.428205131,4,0.6554627055848011,0.35109520391092564,0.4728163974174277,788.2110250000002,66.23668033689408,401.218943735392,2.86824792793487,7.95068809919077,7.45449472755083,4.07242929680877,159.591884601739,667.211585003105,980.697511663159,7453.91607195766,2462.24930206904,217.98642469003408,1.5942753783969714,7.699156862151688,29.105775261085977,1005,FALSE,TRUE,0.24945453846549337,0.11341738633767225,-0.07931624308625718,0.5829395374618336,0.8106524576489452,-0.12715526611576042,-0.9922837899490741,-0.3959564214777176,-0.4078105055340745
1005_b,10m,563560.7084355856,3847926.087692,6,1.5829680235675705,0.7876417570684507,0.8834712754438864,1047.857449,309.22545362142284,658.0104914628458,2.80576929663546,8.66646688000539,8.24115503786593,4.4239880672848,189.353933605624,536.310798976739,852.521648218175,6628.73521015664,2274.33287003119,215.56056660712355,2.154256693482905,9.813480113663438,32.24083258009733,1005,FALSE,TRUE,-0.3424963540111087,0.5884115161285045,0.2607130203139959,-0.2166520479724139,1.6617130126597293,0.22257667841253992,0.8562989584599535,-0.5342696797651681,0.17288439311910203
1005_c,10m,563553.3679067518,3847932.878617913,7,1.5996609029919882,0.7841405594297948,0.8220630864012813,756.5062430000002,196.04540069377967,345.987547659986,2.80125202964313,7.98854771749075,7.43847505636352,4.19974636678669,162.904870266823,541.906142180355,935.620499387922,7048.17415107161,2422.422526549,215.62059728039665,2.424646713233634,10.60801118336308,32.88817979232781,1005,FALSE,TRUE,-0.3852949904737168,0.13854120521945834,-0.04146562079855582,-0.1824735722043086,0.7067315603389327,-0.2023765252242017,0.8895690306923845,-0.530846957687531,0.39110085489529695
1005_d,10m,563560.1587996384,3847940.2191310422,7,1.5188594122164225,0.7436109509128297,0.7805393342307134,665.4091920000001,168.75055633266427,365.5677278840185,2.79762078925154,7.38164421381039,6.81275405718392,3.99136215177428,140.834816282145,433.284912218104,759.465774377144,4597.21978879779,1892.37814368272,218.2335415980249,1.5898619167921968,7.824785268932704,30.073376611380542,1005,FALSE,TRUE,-0.4196990090300445,-0.26420278401919517,-0.29361439585884413,-0.8459731898448045,0.4081366265457918,-0.17570970318676687,0.7285260274907395,-0.3818667494713803,-0.37330690023554636
1006_a,10m,563552.8182026758,3847947.010049288,6,1.4100005402664535,0.7214472028875201,0.7869362849657076,626.5631390000001,162.77263019365338,309.1070744493141,2.78235337390387,7.88972945596212,7.24914917425625,4.19416676820384,159.672971412473,547.127831128875,829.105830077555,6020.99472309374,2103.88583959469,218.083325325762,1.8253433427590864,8.848891175154538,31.11052817946297,1006,FALSE,TRUE,-0.5643494271474688,0.07296494702301533,-0.0783898321216841,-0.15057751816418552,0.2808083047578579,-0.25260512396601764,0.5115627079319415,-0.3904315135071856,-0.09203814201780484
1006_b,10m,563546.0273755656,3847939.6694753063,6,1.0890397295029888,0.5517664280045247,0.6078046457721139,652.248184,111.77411609224816,245.010689418178,2.75357890806725,7.68349001249416,7.03313200096932,4.31193402026144,155.25296304115,506.422004830252,1008.73706968736,7502.13905322593,2560.6932130074,215.4871393666734,2.130789369518297,9.20957929623661,30.939921541210246,1006,FALSE,TRUE,-0.8369717682307579,-0.06389650738768805,-0.12888810898856676,-0.3992241243042831,0.3649979050474306,-0.3398998716808674,-0.12813455977012664,-0.5384562234650083,0.007024171073346682
1006_c,10m,563538.6868264481,3847946.460379292,3,0.8117432155541552,0.46435360982563656,0.7388805167455963,287.69988100000006,88.95727236502987,275.4837327060398,2.77484299257359,8.96598610296462,7.85340537818379,4.98828276866001,210.537929101207,732.362947704298,1309.54867854036,13162.150937396,3614.08236865105,216.6819310239833,2.7206076074396086,10.698886451979584,30.126457691688124,1006,FALSE,TRUE,-0.6355061864880166,0.7871738662825994,0.5027386410398099,0.9809087397625417,-0.8299065973901596,-0.29839773978020906,-0.6808058403991611,-0.470333719407012,0.41605957625524487
1006_d,10m,563545.4776535582,3847953.8009532746,4,1.2172136269673763,0.6675542042475887,0.8780340316641513,908.417334,226.20333249687295,818.8208919957642,2.81384456610537,7.77912446477235,7.12583439117313,4.13219498369238,155.17548975007,629.81306544216,1120.86978190151,11212.7477371371,3048.69527389371,218.6648671940036,1.4752483773463885,7.576367013799868,28.21666889506832,1006,FALSE,TRUE,-0.2659875882093274,-4.3303982554132304e-4,-0.12977323575170346,0.35449521366223025,1.2046607650899046,0.44158908196113084,0.1273249519492619,-0.3572741943739239,-0.4415345061065114
1007_a,10m,563538.1371256561,3847960.591726249,5,1.4125267750477424,0.7192776565633402,0.8776522313379885,532.3404360000001,171.1692595259426,427.81229322287214,2.8186310110749,8.94672026379232,8.49039571278788,4.4272933913931,199.284646325793,701.994665078469,1587.29560676567,17380.5070595208,4190.65011040843,219.4407059683401,1.8888987553088947,8.690973422531236,28.443979345586563,1007,FALSE,TRUE,-0.2206386374948759,0.7743889657552017,0.3741706969288621,0.795407766171665,-0.02803178891428268,-0.09093700305342525,0.5165976699365563,-0.3130388000859466,-0.135409955334221
1007_b,10m,563531.346145069,3847953.2512942534,4,0.7561709185197784,0.4712292860429955,0.5454620171064684,434.4608730000001,125.86491309913174,317.73617786304925,2.8310459030326798,8.39780786549932,7.73993337201216,4.48411980195197,181.255967667518,683.70896004872,1084.10763908191,8770.08469519897,2755.91682523904,217.41602739352768,3.0171422667925105,11.028163981989884,29.460867675657543,1007,FALSE,TRUE,-0.10301431984312674,0.41012814391042957,0.16819434350464427,0.6837117533411918,-0.3488582186709005,-0.24085289480143313,-0.7915653019304854,-0.4284783192564603,0.506495029671076
1007_c,10m,563524.0056973706,3847960.042307863,2,0.1903397810470974,0.09003654632465663,0.2746022582005385,271.82437400000003,24.47412784182183,40.12436551898425,2.97128659044138,9.06799147727687,8.39208759925973,4.70980236871493,208.814291034078,653.919281149419,1492.93734553987,14443.1318201902,3741.87235776773,217.57394506195976,2.1034457851045896,8.91379586238333,26.66076968048627,1007,FALSE,TRUE,1.2256895641341776,0.8548651073533282,0.48304620043338503,0.5017451104833601,-0.8819428149137932,-0.6189405686923269,-1.9193061988986757,-0.419474450721912,-0.07421219191982867
1007_d,10m,563530.796677957,3847967.382739858,5,1.1445815939473754,0.6336718413413607,0.7111685297734287,533.6695810000001,149.53314255088046,324.8311543585409,2.85138807780482,8.68570994246429,8.12161008313247,4.65017491104506,194.126149008896,765.390310049005,1570.2652403088,12454.7041140373,3780.72226700771,219.824886801288,2.2743626441628684,9.784786495564362,31.25882162727215,1007,FALSE,TRUE,0.08971667091078057,0.6011813019229004,0.3152352371193676,1.1826523795188109,-0.02367516091238945,-0.2311900381065373,-0.017435752511888135,-0.2911342611720891,0.1650037449532539
1008_a,10m,563523.4559965784,3847974.173654823,3,0.7148355345404603,0.49029485115398264,0.6506713441254904,773.834292,127.34424137890888,407.36772060454945,2.83432232287496,9.39704496346505,8.71681266949566,4.70996475861491,220.969001176918,568.95276041394,941.103575637189,9227.6458556798,2630.91143270259,219.4958918128834,2.1987625512576416,9.183211351482075,30.478280878462236,1008,FALSE,TRUE,-0.0719720321132406,1.0732265320224315,0.6219128872053198,-0.01726258294660375,0.7635288725144855,-0.11878106645867732,-0.8739496033911157,-0.3098923118293166,-2.1773528888014175e-4
1008_b,10m,563516.6651694685,3847966.833080841,3,0.6645860904197408,0.453136817889874,0.6049323289706182,394.2294650000001,123.10004899680068,212.054042271215,2.81739112244064,8.28333005590962,7.72693285168118,4.07407100724975,170.419063382298,541.819416523643,765.789530922666,6351.19521343485,2111.47253492586,218.01253415782568,1.2672777013105825,5.514110071696559,21.804880529640187,1008,FALSE,TRUE,-0.23238590481423374,0.3341601367497037,0.044383493614524094,-0.1830033253666328,-0.4807274117599811,-0.38478449655985114,-0.9741002480480461,-0.39446775831648495,-1.0079294909487029
1008_c,10m,563509.3246203497,3847973.6239848295,5,0.9830221536985252,0.5904480289448231,0.6107860055389219,630.6648980000001,158.27341030383485,520.8076006357867,2.80969573437501,9.84252174466579,9.28835054856989,5.05251108541989,244.798662543171,685.838230544583,1213.17051905556,11010.4820329753,3226.48402649035,218.80906472436692,1.405411960594254,6.240308564433687,21.74548416800165,1008,FALSE,TRUE,-0.305295501882286,1.3688469970320936,0.894165049695435,0.6967181440840445,0.2942529162309606,0.03571603510671101,-0.3394349780647833,-0.349052596250745,-0.8084804427293454
1008_d,10m,563516.1154474595,3847980.964558811,1,-0,0,0,1,0,0.1266203018207655,2.76334347746195,9.74813669011351,8.93848571006138,5.30563259656843,246.343904017527,680.245057797879,1128.09360088505,9303.63315271772,2884.24576471251,220.037751149006,1.481217193010926,6.265719507563663,22.30052957659563,1008,FALSE,TRUE,-0.7444578086956535,1.3062126356148729,0.9118193220955713,0.6625529262889133,-1.7696420887805047,-0.6734146716577127,-2.298666649731317,-0.2789975406798555,-0.8015013750607699
1009_a,10m,563508.7749162745,3847987.7554162047,3,0.7039256306140331,0.4641780880044012,0.6407407216129263,786.012243,136.01935987349373,478.4843590504414,2.77200847136035,NA,NA,NA,NA,NA,NA,NA,NA,220.5754785555073,1.1225329216893374,5.0369690895936525,18.85779119198932,1009,FALSE,TRUE,-0.6623617261665434,NA,NA,NA,0.8034453619360927,-0.021925229605372624,-0.8956938023667682,-0.24833835653895178,-1.138975362977692
1009_b,10m,563501.984023388,3847980.4149030745,5,1.4729890770408915,0.7498389685614473,0.9152195717902254,630.6648980000001,193.8807819360025,235.81725872879016,2.82410938509222,NA,NA,NA,NA,NA,NA,NA,NA,219.05584939593248,1.4287463521701866,6.54722092927682,23.483997176355565,1009,FALSE,TRUE,-0.16873403713107524,NA,NA,NA,0.2942529162309606,-0.35242067472263355,0.63710325219749675,-0.33498186710954225,-0.7241875398013943
1009_c,10m,563494.6434945546,3847987.2058289857,7,1.5349238925327726,0.7135834733691211,0.7887948440363173,662.6501360000002,171.79372395258378,413.52129875657454,2.8419230205988,NA,NA,NA,NA,NA,NA,NA,NA,218.62578823812956,1.5820739262045758,7.212833643403996,25.167216573999287,1009,FALSE,TRUE,4.042570630988201e-5,NA,NA,NA,0.3990930830434722,-0.11040032779356075,0.7605436564996471,-0.3595023287217188,-0.5413782615626084
1009_d,10m,563501.4343874403,3847994.546342117,5,1.468780203329769,0.7542775741818363,0.9126044515183556,1032.151572,295.1617111398841,502.7313799589727,2.85001808007445,NA,NA,NA,NA,NA,NA,NA,NA,220.48187053166595,1.3961822647696251,6.686266329674682,23.867584052781627,1009,FALSE,TRUE,0.07673669099897674,NA,NA,NA,1.6102328028011441,0.011097499711089217,0.6287146735211663,-0.25367553222559014,-0.685998982477203
100_a,10m,563518.6691610963,3847733.388655268,3,1.023688425881904,0.6176208157633927,0.9318013610815888,335.03677000000005,138.92722815505954,165.4120946064303,2.86670711222497,8.55075386378876,7.90683129650215,4.44939152795399,185.819882890997,695.440835391985,1080.82317871983,8264.72056706388,2702.85441418028,220.8089956042296,2.426069464885068,11.633183563045778,40.54401628187689,100,TRUE,FALSE,0.23485615153466677,0.5116238201021742,0.22033674577870113,0.755374491897619,-0.6747472911143918,-0.44830753381614485,-0.25838426305239093,-0.235024097101441,0.6726625180403382
100_b,10m,563511.8782182431,3847726.048141169,3,1.0926374802580672,0.662589069124013,0.9945614950135993,369.70393600000006,162.02229959818135,291.3092186568629,2.80547975441096,7.61164405869636,7.02754377783486,3.89923390162801,146.277978196613,514.269202120588,852.560591329874,7061.451586039,2278.55155596681,220.65064775213548,2.0931202077450113,10.167429362654063,35.936436055786594,100,TRUE,FALSE,-0.34523960837884676,-0.11157381665961101,-0.23142666355240035,-0.35129047078648595,-0.5611163884349426,-0.2768445460568669,-0.12096399174214144,-0.24405249308233046,0.2700958876831521
100_c,10m,563504.5377290095,3847732.8391358983,3,1.0890544526935917,0.6603992317808562,0.9913000827743282,394.22946500000006,174.46363808699655,355.4841634114274,2.7119673023501,7.98474341558437,7.19882366045898,4.31138843030626,164.684223281295,634.396561963608,1086.27938190873,9523.20752646515,2829.43663598294,218.48639880221677,1.4094597545992171,7.010791328288749,28.10027734815203,100,TRUE,FALSE,-1.2312189953124415,0.13601665277124825,-0.02113664093695562,0.3824929466145652,-0.48072741175998135,-0.18944280554930518,-0.1281052154250082,-0.36744978747364065,-0.5968688028578495
100_d,10m,563511.3286468628,3847740.179674995,5,1.337714758199811,0.7113885343451645,0.8311689117455066,636.542307,184.60421820988233,317.34736450123114,2.87140268822607,9.06813500927635,8.34495161172014,4.7499443614807,209.580165412733,685.280192668975,1471.84057691606,13812.0769349261,3759.67952790574,218.18267789406363,1.3760607444130095,6.986172547460997,28.037284522210452,100,TRUE,FALSE,0.27934416842515725,0.8549603558561027,0.4917962599738823,0.693309437358633,0.31351769518884576,-0.2413824311288186,0.36749210575547786,-0.38476680560945936,-0.6036303046421743
1010_a,10m,563494.0938132254,3848001.337218972,5,1.5201818304084385,0.7623962329281972,0.944542078115538,974.302186,270.8280291498621,622.7558029961326,2.75106404116264,NA,NA,NA,NA,NA,NA,NA,NA,219.79413403718263,1.6166614483889772,7.614796403675173,26.723627566450748,1010,FALSE,TRUE,-0.8607987579980229,NA,NA,NA,1.4206159777444929,0.17456228362299958,0.7311616991236092,-0.2928876675377468,-0.43097994655986316
1010_b,10m,563487.3029203392,3847993.9967058417,7,1.0223907131530954,0.5267699010372442,0.525404892743603,683.5562260000002,103.63720517873952,301.88929740730964,2.80881356087747,NA,NA,NA,NA,NA,NA,NA,NA,217.86831460549897,1.3748263690974794,6.568287566278167,24.67417848676712,1010,FALSE,TRUE,-0.3136536137411326,NA,NA,NA,0.4676183809636367,-0.26243522632885363,-0.26097069497504954,-0.40269061204877454,-0.7184016276284502
