"Name","SA_entropy_smooth_masked_711","SA_entropy_smooth_masked","SA_entropy_smooth","global_PCA_20m_masked_5nm","SA_entropy_20m_masked_5nm","SumBandEntropy_20m_masked_5nm","AfaithPD","evnnss_","faithPD","raoPD","rchnss_","shnnn_d","smpsn_d","CAGL8","FAGR","LIST2","LITU","OXAR","QURU","ACRU","DIVI5","JUVI","ACSA3C","CACA38","FRAMCO","FRQU","QUSH","TIAM","CAOV2","PRSES","QUAL","QUMU","JUNI","QUNI","ULAL","QUVE","AEFL","CATO6","ALJU","OSVI","ULRU","CELA","MAAC","ACNE2","CACA18","CACO15","ULAM","CALA21","PLOC","CARYA","CAOV3","PIEC2","PIVI2","QUFA","ULSE","QUMO4","NYSY","QUPA5","CAPA24","SAAL5","LIBE3","PATO2","GLTR","COOB2","dmnnt_v","avg_lvt","elvtn_r","geometry"
1006,1.50067592662345,1.41208823725538,1.69151094038997,7.52646942212839,2.75466701259109,3.93572895065172,3702.35828785981,0.888028582392151,1606.61084574537,230.177039420635,13.8843238675261,2.33494010469082,0.868094965095132,0,7,3,2,0,0,0,0,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,217.229463386536,5.70399475097656,"POLYGON ((-86.30657199069728 34.7701524438564, -86.30672151309886 34.77002090689857, -86.30688091567363 34.77014428909159, -86.3067313943808 34.77027582715085, -86.30657199069728 34.7701524438564))"
1007,1.60525538899375,1.49991553673206,1.99895222342564,7.80618819485195,2.812728740858,3.92878921550043,4540.31293747026,0.842792207214433,1454.67397312222,244.635884357588,12.036595504296,2.09277713722384,0.836532493835778,0,5,2,3,1,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,218.557441806555,5.3179931640625,"POLYGON ((-86.30626306894449 34.77016059875692, -86.30641258965913 34.77002906217222, -86.30657199069728 34.7701524438564, -86.30642247000624 34.77028398063456, -86.30626306894449 34.77016059875692))"
1008,1.49984697667979,1.41461000034456,1.96549179109264,7.84760050470051,2.75894717235545,4.02092668811715,5126.35996366394,0.836355546706824,1478.00392948673,251.937532221605,11.3088033913356,2.02334189505746,0.83173902748805,0,3,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,219.088086624146,3.906005859375,"POLYGON ((-86.30595414605939 34.77016875196485, -86.30610366727252 34.77003721576575, -86.30626306894449 34.77016059875692, -86.30611354775496 34.77029213514951, -86.30595414605939 34.77016875196485))"
1009,NA,NA,NA,NA,NA,NA,5038.74903518097,0.895836388762993,1709.7857366248,266.681414369994,14.7293829495394,2.40646469804305,0.886600761473933,0,1,3,4,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,219.691324665319,4.26300048828125,"POLYGON ((-86.30564522313475 34.77017690348643, -86.30579474483881 34.77004536857463, -86.30595414605939 34.77016875196485, -86.30580462437889 34.77030028707014, -86.30564522313475 34.77017690348643))"
101,1.47785694440643,1.39670927403923,1.59939185517992,10.674686053648,2.67485019340358,3.92861255392499,4834.204167245,0.788103189716484,1355.1359981014,213.289945612099,11.3802935266253,1.91281036888887,0.809094927183868,0,7,4,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,215.110013129408,4.92399597167969,"POLYGON ((-86.30533629797752 34.77018505421098, -86.30548582128037 34.77005351878925, -86.30564522313475 34.77017690348643, -86.30549569985547 34.77030843910161, -86.30533629797752 34.77018505421098))"
1010,NA,NA,NA,NA,NA,NA,4416.33860259855,0.92672257374991,1850.38897085432,252.175550857776,17.0505964671295,2.62572586838969,0.914348646922765,0,1,5,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,1,1,0,0,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,218.267221374512,5.343994140625,"POLYGON ((-86.3067313943808 34.77027582715085, -86.30688091567363 34.77014428909159, -86.30704031872334 34.77026767107909, -86.30689079745406 34.77039920933183, -86.3067313943808 34.77027582715085))"
1011,1.48738065392321,1.38891620712698,1.68775634437835,7.57515501646066,2.69102989608059,3.88256696782346,3105.30913903871,0.935743715708631,1482.13648173531,217.219950254799,16.0982101629228,2.5947181416042,0.913577038927127,0,1,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,214.325274251813,8.98199462890625,"POLYGON ((-86.30642247000624 34.77028398063456, -86.30657199069728 34.7701524438564, -86.3067313943808 34.77027582715085, -86.30658187371328 34.77040736412251, -86.30642247000624 34.77028398063456))"
1012,1.52339392516211,1.46286531418902,1.56600840119431,9.91999008316671,2.70843052074776,3.76361272801264,2615.67415053972,0.931995527434895,1195.77229708994,207.710986033044,12.3259532239298,2.33904299966555,0.890441166383923,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,207.56346685928,9.05000305175781,"POLYGON ((-86.30611354775496 34.77029213514951, -86.30626306894449 34.77016059875692, -86.30642247000624 34.77028398063456, -86.30627294884023 34.7704155172207, -86.30611354775496 34.77029213514951))"
1013,NA,NA,NA,NA,NA,NA,2654.86957698774,0.910399070419843,1130.57252521756,211.325340985648,11.855597768856,2.24976930859723,0.875818541381932,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,206.303678703308,4.90499877929688,"POLYGON ((-86.30580462437889 34.77030028707014, -86.30595414605939 34.77016875196485, -86.30611354775496 34.77029213514951, -86.305964026098 34.77042367044828, -86.30580462437889 34.77030028707014))"
1014,NA,NA,NA,NA,NA,NA,2323.90145842883,0.945201488934001,1094.76155448446,214.482694548004,12.8797849441061,2.41112494164584,0.899022461808458,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,208.743217563868,7.35699462890625,"POLYGON ((-86.30549569985547 34.77030843910161, -86.30564522313475 34.77017690348643, -86.30580462437889 34.77030028707014, -86.30565510112314 34.77043182287881, -86.30549569985547 34.77030843910161))"
1015,1.78646954068046,1.6736300161672,1.89618826612195,7.13440690737438,3.07529064097635,3.79751680028682,2668.14917053995,0.94098457113097,1297.66135871984,220.770913889438,14.8800058147575,2.53906638048872,0.908878345429143,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,212.624825494248,9.34800720214844,"POLYGON ((-86.30518677420733 34.77031658853878, -86.30533629797752 34.77018505421098, -86.30549569985547 34.77030843910161, -86.30534617720153 34.77043997362924, -86.30518677420733 34.77031658853878))"
1016,1.76936256837898,1.66074913700146,2.17756774170535,8.10531869877139,3.09003253606111,3.7413246537666,2691.80443840221,0.941073331282224,1299.8986317591,219.298026883663,14.0937065424653,2.48771109919863,0.904405515054761,0,1,1,2,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,213.900543745616,6.552001953125,"POLYGON ((-86.30689079745406 34.77039920933183, -86.30704031872334 34.77026767107909, -86.30719972224793 34.770391052861, -86.30705020100227 34.77052259130722, -86.30689079745406 34.77039920933183))"
1017,1.65814408462747,1.56775545482981,1.94333016920311,5.64223947019419,2.92372658523065,3.75500535016901,2300.00850361055,0.915839061785594,1180.94073067003,203.659525863997,13.8546686633549,2.4051075958417,0.887567711543794,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213.669062626332,7.07200622558594,"POLYGON ((-86.30658187371328 34.77040736412251, -86.3067313943808 34.77027582715085, -86.30689079745406 34.77039920933183, -86.30674127681014 34.77053074649697, -86.30658187371328 34.77040736412251))"
1018,1.84691879019641,1.76837161155018,1.9471063029495,9.83046519353212,3.1535484184401,3.74794388279058,2010.31613135884,0.837975059908462,951.037985144074,172.338629336758,12.1956724598814,2.09187421361909,0.816456241613733,0,1,0,0,0,0,0,0,0,9,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,217.819425578105,8.2919921875,"POLYGON ((-86.30627294884023 34.7704155172207, -86.30642247000624 34.77028398063456, -86.30658187371328 34.77040736412251, -86.30643235257087 34.77053890090209, -86.30627294884023 34.7704155172207))"
1019,1.57156993103372,1.48207887535657,1.8116375422629,7.30980279422355,2.79492061125468,4.03398798152551,2222.20878288172,0.82181144816966,935.806209052364,171.496928540966,11.7159687138811,2.01829936021491,0.805485738229148,0,0,0,0,0,0,0,0,0,4,1,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,222.213875901372,6.55400085449219,"POLYGON ((-86.305964026098 34.77042367044828, -86.30611354775496 34.77029213514951, -86.30627294884023 34.7704155172207, -86.30612342720683 34.7705470527129, -86.305964026098 34.77042367044828))"
102,1.51073964283813,1.45186482300977,1.97013889032756,8.30573703519849,2.73480741145861,4.01872180671629,3943.82386900147,0.798277192595047,1120.84683297427,198.035696092756,11.2786812042159,1.93205284162332,0.81140980951052,0,8,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,211.576383857727,3.48399353027344,"POLYGON ((-86.30565510112314 34.77043182287881, -86.30580462437889 34.77030028707014, -86.305964026098 34.77042367044828, -86.30581450286579 34.77055520645042, -86.30565510112314 34.77043182287881))"
1020,1.49284569740385,1.39473787818751,1.68454587834129,8.15224143888325,2.68653496823002,3.9426017092548,2064.1255596692,0.838584293594843,995.676081017603,182.182126974758,14.54133847635,2.23965214807776,0.85089077874075,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,1,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,225.102386360168,6.11000061035156,"POLYGON ((-86.30534617720153 34.77043997362924, -86.30549569985547 34.77030843910161, -86.30565510112314 34.77043182287881, -86.30550557849273 34.77056335759988, -86.30534617720153 34.77043997362924))"
1021,1.43355692975603,1.36054582155221,1.83046960788899,8.31598157543482,2.62916954257803,3.90634831420815,1949.7288321381,0.893234681082136,1058.07971610732,186.576224640126,17.5652852119077,2.5576508299995,0.897399147654914,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,227.342202743492,6.14300537109375,"POLYGON ((-86.30503724995457 34.77044812357622, -86.30518677420733 34.77031658853878, -86.30534617720153 34.77043997362924, -86.30519665297233 34.77057150886016, -86.30503724995457 34.77044812357622))"
1022,1.42353331106611,1.27922791683896,1.78148946935544,8.59990556842393,2.60188284480425,3.93445677792937,1719.34253983086,0.925952018971371,1059.85793509701,196.235246803555,17.2705354303273,2.63561362481964,0.914188961238425,0,1,0,2,0,0,0,0,0,0,0,2,1,1,0,0,0,1,2,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,229.609453129589,10.7510070800781,"POLYGON ((-86.30705020100227 34.77052259130722, -86.30719972224793 34.770391052861, -86.30735912624753 34.77051443443733, -86.30720960502542 34.77064597307706, -86.30705020100227 34.77052259130722))"
1023,1.41273121397864,1.34001336131484,1.62571240765608,8.0135223759492,2.66364898094549,3.96724032748745,1777.09909166055,0.921769734415306,1020.35382544813,192.023837016924,12.7536484432705,2.3306178998221,0.882181571673621,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,235.373035497499,11.197998046875,"POLYGON ((-86.30674127681014 34.77053074649697, -86.30689079745406 34.77039920933183, -86.30705020100227 34.77052259130722, -86.30690068038191 34.77065412866587, -86.30674127681014 34.77053074649697))"
1024,1.5715256036541,1.44349033909464,1.92513491514921,7.79521234087154,2.85103158971329,3.93536415574754,1628.86678913243,0.816063187616256,873.072307615939,154.283341195577,9.9720797526562,1.87226290135737,0.793147789242932,0,0,0,0,0,0,0,1,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,241.442322202272,7.29800415039062,"POLYGON ((-86.30643235257087 34.77053890090209, -86.30658187371328 34.77040736412251, -86.30674127681014 34.77053074649697, -86.30659175569126 34.77066228347001, -86.30643235257087 34.77053890090209))"
103,1.56883762681022,1.46661041208651,1.8824048042829,6.71526086572327,2.77513144972931,4.00063564776691,3440.36564582011,0.802987211246781,778.311352415133,186.291919572704,8.86660296783834,1.74552191302256,0.777067895619397,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,211.463613610018,2.66400146484375,"POLYGON ((-86.30612342720683 34.7705470527129, -86.30627294884023 34.7704155172207, -86.30643235257087 34.77053890090209, -86.306282830961 34.77067043658788, -86.30612342720683 34.7705470527129))"
104,1.5231985252015,1.4288665631482,1.79474081264506,5.89748433761181,2.7572765426259,3.90096177564312,4718.10239431755,0.796389125078992,1056.47743019318,244.404624803072,8.2991943868972,1.67677578155624,0.750270548060954,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213.978205121961,3.875,"POLYGON ((-86.30581450286579 34.77055520645042, -86.305964026098 34.77042367044828, -86.30612342720683 34.7705470527129, -86.30597390399817 34.77067858890858, -86.30581450286579 34.77055520645042))"
105,1.66571903893363,1.57617350426359,1.8216318792641,7.73746811233463,2.91695399895952,3.99477175461957,4366.33365184929,0.766838354702237,1267.80210733534,331.003441687475,10.8476538887507,1.82315413589719,0.778049029881441,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,6,217.590848922729,3.89199829101562,"POLYGON ((-86.30550557849273 34.77056335759988, -86.30565510112314 34.77043182287881, -86.30581450286579 34.77055520645042, -86.30566498025891 34.77068674136497, -86.30550557849273 34.77056335759988))"
106,1.69069023156522,1.57800040212723,1.88358402296686,7.54403219603437,2.93751262207027,4.00393425260107,3997.01212108379,0.845121003991487,1543.43453325544,339.47012850703,15.387216353903,2.30297041608363,0.86515400665147,0,1,6,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,220.821032569522,4.56100463867188,"POLYGON ((-86.30519665297233 34.77057150886016, -86.30534617720153 34.77043997362924, -86.30550557849273 34.77056335759988, -86.3053560542871 34.7706948930243, -86.30519665297233 34.77057150886016))"
107,1.55712008664751,1.4352475999106,1.89839347667651,6.67466772300947,2.7884942794723,3.97968199350547,3422.22222235957,0.922259085842326,1789.04832655508,272.375877438316,18.777050834366,2.70298482134372,0.917927034293549,3,1,2,0,0,1,0,0,2,1,1,1,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,225.42833520416,5.67800903320312,"POLYGON ((-86.30488772632719 34.7705796575261, -86.30503724995457 34.77044812357622, -86.30519665297233 34.77057150886016, -86.30504712826816 34.77070304389899, -86.30488772632719 34.7705796575261))"
108,1.4248758736419,1.36790547657405,1.66723643098564,7.3423681174513,2.67739458896731,3.89184336145263,2638.08528160444,0.941371853884101,1445.14096332686,219.958963655578,16.1452782964948,2.6140838928029,0.915026395454019,2,0,0,0,0,0,0,2,0,0,1,2,0,2,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,229.435935460421,6.4530029296875,"POLYGON ((-86.30720960502542 34.77064597307706, -86.30735912624753 34.77051443443733, -86.30751853182237 34.77063781491258, -86.30736900952354 34.77076935464125, -86.30720960502542 34.77064597307706))"
109,1.43257470899675,1.35190591690584,1.69994058856916,10.5212398046629,2.67901109499663,3.75666822747367,2778.57426863152,0.90967148875222,1338.48679100075,220.947087554157,14.0951279916134,2.40518335763573,0.885819011079478,1,0,0,0,0,0,0,0,0,2,3,2,0,0,1,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,233.672523479414,6.43901062011719,"POLYGON ((-86.30690068038191 34.77065412866587, -86.30705020100227 34.77052259130722, -86.30720960502542 34.77064597307706, -86.30706008442866 34.77077751062918, -86.30690068038191 34.77065412866587))"
11,1.4306368571759,1.35117806219681,1.84117974372002,6.0791213428515,2.72675309277056,3.86706671230154,2488.30918094228,0.796319960186324,1043.40473597183,193.571557640424,8.78090092131329,1.72478704525129,0.750068140967848,1,0,0,0,0,0,0,0,0,0,7,3,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,242.775666694641,7.52200317382812,"POLYGON ((-86.30659175569126 34.77066228347001, -86.30674127681014 34.77053074649697, -86.30690068038191 34.77065412866587, -86.30675115928661 34.77078566583239, -86.30659175569126 34.77066228347001))"
110,1.75035891726127,1.69413161662484,2.0362590043076,13.4766476258041,2.88625962053599,3.7655244134768,3165.9280733215,0.883807748858699,1298.06922656994,247.831805969858,12.0597813819266,2.19822958126891,0.853938175790806,0,0,0,0,0,0,0,0,2,1,4,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,236.367448199662,5.29499816894531,"POLYGON ((-86.306282830961 34.77067043658788, -86.30643235257087 34.77053890090209, -86.30659175569126 34.77066228347001, -86.30644223410496 34.77079381934927, -86.306282830961 34.77067043658788))"
1100,1.52465471655529,1.4322325083595,1.9250070767966,6.47904913387026,2.77871758836646,3.85135832395466,1325.45816752632,0.923688888852366,797.221284120821,163.04155219993,10.2861230046616,2.1386602439251,0.864722977888766,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,210.551411959299,4.88600158691406,"POLYGON ((-86.30597390399817 34.77067858890858, -86.30612342720683 34.7705470527129, -86.306282830961 34.77067043658788, -86.30613330777592 34.77080197297699, -86.30597390399817 34.77067858890858))"
