scale,quad_id,sample_rule,sample_size,sample_fraction,n_boot,metric_mean,metric_median,metric_sd,metric_min,metric_max,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
10m,1110_a,fixed_1250,1250,0.16339869281045752,50,5.056580722308634,5.059648429699125,0.08059850432903183,4.848498310702486,5.283648704945244,all_sampled_pixels,1250,1250,0.015939329114918938,0.011398349792910342,5.033674880820664,5.079486563796603,5.072628269304333,-0.01604754699569977,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (16.3%)","1,250
16.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_2000,2000,0.26143790849673204,50,5.084996546078221,5.08877555145337,0.06343038272339667,4.9538480145742465,5.262391538299135,all_sampled_pixels,2000,2000,0.012474026707514097,0.008970410751394362,5.066969830765341,5.103023261391101,5.072628269304333,0.012368276773887743,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (26.1%)","2,000
26.1%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_3000,3000,0.39215686274509803,50,5.077133366562043,5.0800511704173825,0.034661229246445525,4.996395866552492,5.1713920417211785,all_sampled_pixels,3000,3000,0.006826929045182088,0.004901838048884623,5.067282754202586,5.0869839789214994,5.072628269304333,0.004505097257709423,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (39.2%)","3,000
39.2%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1110_a,fixed_4000,4000,0.5228758169934641,50,5.072628269304333,5.0749917302714085,0.030503780536076587,5.020449397700299,5.139024416689289,all_sampled_pixels,4000,4000,0.0060134074323289445,0.004313886013777195,5.063959190795249,5.081297347813418,5.072628269304333,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (52.3%)","4,000
52.3%",7650,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_1,83,0.009998795325864354,50,5.241290278089828,5.279756991866049,0.343025903486558,4.4930089001012075,6.023229108156989,all_sampled_pixels,83,83,0.06544684329362745,0.04851118849559746,5.143803394965366,5.338777161214289,5.275068927299522,-0.03377864920969387,percent,0.01,1% of pixels,1%,1% of pixels = 83 pixels (1.0%),"1%
83 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_2,166,0.01999759065172871,50,5.259001391705226,5.2459230022397545,0.2421124433351466,4.801547711792082,5.700178684072172,all_sampled_pixels,166,166,0.04603772186046938,0.034239870098385174,5.19019379663299,5.3278089867774625,5.275068927299522,-0.016067535594295634,percent,0.02,2% of pixels,2%,2% of pixels = 166 pixels (2.0%),"2%
166 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,pct_3,249,0.029996385977593062,50,5.2786686247203,5.236704560114459,0.2193510314999691,4.93108346837433,5.949564796535436,all_sampled_pixels,249,249,0.04155423404923279,0.031020920366778428,5.2163297513182645,5.341007498122336,5.275068927299522,0.0035996974207783694,percent,0.03,3% of pixels,3%,3% of pixels = 249 pixels (3.0%),"3%
249 px",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_1250,1250,0.15058426695578847,50,5.275600474077342,5.2836588263774615,0.08733454188341412,5.07997496347396,5.481265807063334,all_sampled_pixels,1250,1250,0.016554426801754393,0.012350969359516536,5.2507802718979155,5.300420676256768,5.275068927299522,5.31546777819969e-4,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.1%)","1,250
15.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_2000,2000,0.24093482712926154,50,5.261259843625726,5.26391409060898,0.06630611618611418,5.138216631619955,5.458729566230595,all_sampled_pixels,2000,2000,0.012602706985941264,0.009377100877868886,5.242415853905498,5.280103833345954,5.275068927299522,-0.013809083673796074,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.1%)","2,000
24.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_3000,3000,0.3614022406938923,50,5.282401225130391,5.282636991991856,0.0465665862622758,5.177717339180782,5.36542666799642,all_sampled_pixels,3000,3000,0.008815420161713739,0.006585509784552708,5.269167147743482,5.2956353025173,5.275068927299522,0.007332297830869194,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (36.1%)","3,000
36.1%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1124_a,fixed_4000,4000,0.4818696542585231,50,5.275068927299522,5.278416682435857,0.037960438478150005,5.180167943284694,5.356505839592926,all_sampled_pixels,4000,4000,0.007196197623446634,0.005368416692942923,5.264280690050793,5.285857164548251,5.275068927299522,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (48.2%)","4,000
48.2%",8301,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_1,73,0.00994550408719346,50,10.660696281291685,10.524953852530327,1.953333713281288,7.539373012004543,15.984925587614557,all_sampled_pixels,73,73,0.18322759243307282,0.2762431029162996,10.105564982243346,11.215827580340024,10.896937643055638,-0.2362413617639536,percent,0.01,1% of pixels,1%,1% of pixels = 73 pixels (1.0%),"1%
73 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_2,147,0.02002724795640327,50,11.01627512535805,10.857366736333915,1.481862517209445,7.615886209562154,14.804764815296831,all_sampled_pixels,147,147,0.13451575059144882,0.20956700694099312,10.595134457690138,11.437415793025961,10.896937643055638,0.11933748230241115,percent,0.02,2% of pixels,2%,2% of pixels = 147 pixels (2.0%),"2%
147 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,pct_3,220,0.02997275204359673,50,11.12416520684768,11.052871137339345,1.4350745964049045,7.824837295353704,14.530388450256954,all_sampled_pixels,220,220,0.12900514957486595,0.20295019572529116,10.716321519147602,11.532008894547758,10.896937643055638,0.22722756379204156,percent,0.03,3% of pixels,3%,3% of pixels = 220 pixels (3.0%),"3%
220 px",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_1250,1250,0.17029972752043596,50,10.861381117373337,10.830597256097937,0.4795367309483785,9.91727027007235,12.05538548304016,all_sampled_pixels,1250,1250,0.04415062189295014,0.06781673485632547,10.725098286343107,10.997663948403568,10.896937643055638,-0.035556525682300943,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.0%)","1,250
17.0%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_2000,2000,0.2724795640326976,50,10.879662598915287,10.808788307139757,0.34419226125828595,10.061655246147971,11.483053282233895,all_sampled_pixels,2000,2000,0.03163629920771645,0.04867613639353316,10.781844240579717,10.977480957250856,10.896937643055638,-0.017275044140351525,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.2%)","2,000
27.2%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_3000,3000,0.4087193460490463,50,10.815351999405578,10.830742334315964,0.26583344492480476,10.137333819036744,11.561938084791763,all_sampled_pixels,3000,3000,0.024579268889206307,0.03759452631450201,10.739802970272352,10.890901028538805,10.896937643055638,-0.08158564365005994,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (40.9%)","3,000
40.9%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,112_b,fixed_4000,4000,0.5449591280653951,50,10.896937643055638,10.895157695360462,0.21818871783117388,10.371965469547895,11.277001161171855,all_sampled_pixels,4000,4000,0.020022939010779825,0.030856544391364246,10.834929095543373,10.958946190567904,10.896937643055638,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (54.5%)","4,000
54.5%",7340,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_1,72,0.009946125155408206,50,8.84187007496756,8.77515502232766,1.6389615704528873,6.294282956465892,13.986458446025651,all_sampled_pixels,72,72,0.18536367946561358,0.231784168114278,8.376082350366506,9.307657799568613,8.975240540073942,-0.13337046510638295,percent,0.01,1% of pixels,1%,1% of pixels = 72 pixels (1.0%),"1%
72 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_2,145,0.02003039093797486,50,9.251731811616821,9.117471961131457,1.174013638202274,6.7754245548536,11.848198802272456,all_sampled_pixels,145,145,0.1268966353659472,0.16603060095566358,8.918080827330634,9.585382795903008,8.975240540073942,0.2764912715428789,percent,0.02,2% of pixels,2%,2% of pixels = 145 pixels (2.0%),"2%
145 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,pct_3,217,0.029976516093383063,50,8.894243910008768,8.820561512555365,0.7590384953143162,6.985824322788144,10.421738145912876,all_sampled_pixels,217,217,0.08534041825187229,0.10734425344367729,8.67852755644023,9.109960263577307,8.975240540073942,-0.0809966300651741,percent,0.03,3% of pixels,3%,3% of pixels = 217 pixels (3.0%),"3%
217 px",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_1250,1250,0.17267578394805913,50,8.968763940610392,8.966142511453487,0.39613089832522413,7.908416799906051,9.774722090596537,all_sampled_pixels,1250,1250,0.04416783638730316,0.05602136888865695,8.856184784941664,9.08134309627912,8.975240540073942,-0.006476599463550059,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.3%)","1,250
17.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_2000,2000,0.2762812543168946,50,8.90862308036343,8.879875665507285,0.27056091152917233,8.321974003820781,9.471484115603827,all_sampled_pixels,2000,2000,0.03037067671271762,0.03826309105325826,8.831730520086781,8.98551564064008,8.975240540073942,-0.06661745971051225,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (27.6%)","2,000
27.6%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_3000,3000,0.4144218814753419,50,8.971891966926721,8.967335074652471,0.17331004812879253,8.521279836684363,9.36805653244365,all_sampled_pixels,3000,3000,0.01931700122646027,0.024509742055927222,8.922637796222705,9.021146137630737,8.975240540073942,-0.0033485731472211455,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (41.4%)","3,000
41.4%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,114_b,fixed_4000,4000,0.5525625086337892,50,8.975240540073942,8.975260772863464,0.16238449929494883,8.542883599677987,9.320672783511307,all_sampled_pixels,4000,4000,0.018092495523647664,0.02296463612220809,8.92909137599307,9.021389704154815,8.975240540073942,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (55.3%)","4,000
55.3%",7239,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_1,62,0.010001613163413454,50,5.410975613032658,5.3495002160351675,0.48962290541728615,4.557318513214822,6.445680602518688,all_sampled_pixels,62,62,0.09048699170589498,0.06924313532896452,5.271826322934382,5.550124903130934,5.409742057898886,0.0012335551337718798,percent,0.01,1% of pixels,1%,1% of pixels = 62 pixels (1.0%),"1%
62 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_2,124,0.020003226326826908,50,5.439736339433823,5.369263507723267,0.33297135780156756,4.845156320482627,6.171147587339241,all_sampled_pixels,124,124,0.06121093689555986,0.04708926100847613,5.345106926576474,5.534365752291173,5.409742057898886,0.029994281534936995,percent,0.02,2% of pixels,2%,2% of pixels = 124 pixels (2.0%),"2%
124 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,pct_3,186,0.03000483949024036,50,5.444932120600548,5.435471597192544,0.2484782172754427,4.920506722356235,6.0704885612500625,all_sampled_pixels,186,186,0.045634768583310975,0.035140126482521974,5.374315392591682,5.515548848609414,5.409742057898886,0.035190062701661695,percent,0.03,3% of pixels,3%,3% of pixels = 186 pixels (3.0%),"3%
186 px",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_1250,1250,0.20164542668172286,50,5.402963667808287,5.390295214510294,0.09582954574276982,5.209831156330016,5.592638425206186,all_sampled_pixels,1250,1250,0.017736477910028792,0.013552344326547797,5.375729212244607,5.430198123371966,5.409742057898886,-0.006778390090599551,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (20.2%)","1,250
20.2%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_2000,2000,0.32263268269075657,50,5.404108168074086,5.410744996148001,0.07297383971576034,5.27195487385084,5.656797166939791,all_sampled_pixels,2000,2000,0.013503401013856229,0.010320059382446867,5.3833692322934175,5.424847103854755,5.409742057898886,-0.005633889824800065,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (32.3%)","2,000
32.3%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_3000,3000,0.4839490240361349,50,5.407174192514809,5.400022709239477,0.04487307880914538,5.331972740659379,5.550620077635366,all_sampled_pixels,3000,3000,0.00829880399844775,0.0063460116637330125,5.394421404620838,5.41992698040878,5.409742057898886,-0.0025678653840772725,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (48.4%)","3,000
48.4%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,11_c,fixed_4000,4000,0.6452653653815131,50,5.409742057898886,5.404656851508317,0.03709026505138058,5.30623024226858,5.480578562927877,all_sampled_pixels,4000,4000,0.006856198438745198,0.005245355586767524,5.399201121201781,5.420282994595992,5.409742057898886,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (64.5%)","4,000
64.5%",6199,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_1,71,0.010045274476513865,50,6.3192169486247725,6.243147409185321,0.4646729133931762,4.935514974936701,7.563386354777424,all_sampled_pixels,71,71,0.07353330597302901,0.06571467361880483,6.187158367804392,6.4512755294451525,6.43516713968838,-0.11595019106360738,percent,0.01,1% of pixels,1%,1% of pixels = 71 pixels (1.0%),"1%
71 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_2,141,0.019949066213921902,50,6.402476694466342,6.370075631358927,0.31434813673626016,5.615915414371911,7.011236077355773,all_sampled_pixels,141,141,0.049097896288783235,0.04445553982791313,6.3131399424749555,6.491813446457729,6.43516713968838,-0.03269044522203757,percent,0.02,2% of pixels,2%,2% of pixels = 141 pixels (2.0%),"2%
141 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,pct_3,212,0.029994340690435765,50,6.446957249511351,6.445179686229379,0.22277984704703405,5.965118984261177,6.925837764859435,all_sampled_pixels,212,212,0.03455581267642494,0.03150582811173192,6.383643917512765,6.510270581509938,6.43516713968838,0.011790109822971573,percent,0.03,3% of pixels,3%,3% of pixels = 212 pixels (3.0%),"3%
212 px",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_1250,1250,0.17685342388228636,50,6.442128204707524,6.436108456667448,0.11336416639106796,6.080456877167128,6.747127202456167,all_sampled_pixels,1250,1250,0.01759731610249982,0.01603211415973685,6.409910465093288,6.47434594432176,6.43516713968838,0.006961065019144286,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (17.7%)","1,250
17.7%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_2000,2000,0.2829654782116582,50,6.43837860819015,6.426365260703022,0.0867341671901459,6.2932495825233845,6.729748829926316,all_sampled_pixels,2000,2000,0.013471430070889722,0.012266063556143986,6.41372903061067,6.46302818576963,6.43516713968838,0.0032114685017701206,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (28.3%)","2,000
28.3%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_3000,3000,0.4244482173174873,50,6.4377842878325575,6.433080937817203,0.052013478602389425,6.338914250322447,6.620230553959719,all_sampled_pixels,3000,3000,0.008079406869952935,0.00735581668657019,6.423002220770364,6.452566354894751,6.43516713968838,0.0026171481441776834,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (42.4%)","3,000
42.4%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,120_d,fixed_4000,4000,0.5659309564233164,50,6.43516713968838,6.442936283133657,0.04739236608682634,6.321228714920384,6.531786163168816,all_sampled_pixels,4000,4000,0.007364589770254405,0.006702292687294054,6.421698378272001,6.448635901104758,6.43516713968838,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (56.6%)","4,000
56.6%",7068,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_1,80,0.009966363523109506,50,7.237556973809566,7.236816816659498,0.4392638686623467,6.117383906153642,8.21262006622576,all_sampled_pixels,80,80,0.060692284738055116,0.06212129205227646,7.1127195636028375,7.362394384016294,7.336866300077562,-0.0993093262679956,percent,0.01,1% of pixels,1%,1% of pixels = 80 pixels (1.0%),"1%
80 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_2,161,0.02005730659025788,50,7.311949181959149,7.283884526445702,0.3496467464922159,6.524074450860432,8.339026949716665,all_sampled_pixels,161,161,0.04781854164890848,0.049447517092891906,7.212580676071749,7.41131768784655,7.336866300077562,-0.02491711811841224,percent,0.02,2% of pixels,2%,2% of pixels = 161 pixels (2.0%),"2%
161 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,pct_3,241,0.030023670113367384,50,7.263030461063186,7.274092568396112,0.26877809348685094,6.570978382936661,7.934642368930869,all_sampled_pixels,241,241,0.037006328822074955,0.03801096250778882,7.186644572068086,7.339416350058287,7.336866300077562,-0.07383583901437518,percent,0.03,3% of pixels,3%,3% of pixels = 241 pixels (3.0%),"3%
241 px",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_1250,1250,0.15572443004858602,50,7.3311931722915284,7.332522039370357,0.1002233615458026,7.120884444688566,7.588327904091511,all_sampled_pixels,1250,1250,0.013670811720607757,0.014173723716469615,7.302710008092999,7.3596763364900575,7.336866300077562,-0.0056731277860331275,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (15.6%)","1,250
15.6%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_2000,2000,0.24915908807773762,50,7.324716272124677,7.334645860168875,0.08144241466325965,7.162954966340936,7.518450995135155,all_sampled_pixels,2000,2000,0.011118849063574129,0.011517696736919521,7.301570593973399,7.347861950275955,7.336866300077562,-0.012150027952884557,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (24.9%)","2,000
24.9%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_3000,3000,0.37373863211660646,50,7.337966027329209,7.338984776360094,0.05639905717337912,7.231187211177094,7.510443545803981,all_sampled_pixels,3000,3000,0.007685925086506107,0.007976031155964835,7.32193759262761,7.3539944620308075,7.336866300077562,0.0010997272516473089,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (37.4%)","3,000
37.4%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1305_c,fixed_4000,4000,0.49831817615547525,50,7.336866300077562,7.328701902451491,0.05296287314307165,7.237373386928909,7.457494519939974,all_sampled_pixels,4000,4000,0.007218732218482945,0.007490081350117768,7.3218144180722815,7.351918182082842,7.336866300077562,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (49.8%)","4,000
49.8%",8027,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_1,91,0.010025338768315522,50,8.330016357745878,8.318500854131607,0.6499199690992986,6.882807114197638,9.987570163404992,all_sampled_pixels,91,91,0.078021451721995,0.0919125634757331,8.145311146203975,8.514721569287781,8.356356383884748,-0.026340026138869987,percent,0.01,1% of pixels,1%,1% of pixels = 91 pixels (1.0%),"1%
91 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_2,182,0.020050677536631045,50,8.472642615478755,8.494664057578538,0.4169706957919879,7.514800223868624,9.427409737021758,all_sampled_pixels,182,182,0.04921377127724236,0.05896856131011753,8.354140854900805,8.591144376056704,8.356356383884748,0.11628623159400675,percent,0.02,2% of pixels,2%,2% of pixels = 182 pixels (2.0%),"2%
182 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,pct_3,272,0.029965847747052993,50,8.32697710767882,8.332063616081285,0.27806158236294753,7.739428906659315,9.001349688922447,all_sampled_pixels,272,272,0.033392860190107856,0.03932384609526038,8.2479528803371025,8.406001335020537,8.356356383884748,-0.02937927620592795,percent,0.03,3% of pixels,3%,3% of pixels = 272 pixels (3.0%),"3%
272 px",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_1250,1250,0.13771069736697147,50,8.322685153935655,8.305421305157816,0.13278285928607994,8.040805190875838,8.599212372522759,all_sampled_pixels,1250,1250,0.015954329261547183,0.01877833204530525,8.284948682862819,8.360421625008492,8.356356383884748,-0.03367122994909266,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (13.8%)","1,250
13.8%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_2000,2000,0.22033711578715434,50,8.342416852895068,8.341216033463525,0.09799197573862588,8.153438588179604,8.540678768471452,all_sampled_pixels,2000,2000,0.011746233431696682,0.01385815810933,8.314567841526337,8.3702658642638,8.356356383884748,-0.013939530989679483,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (22.0%)","2,000
22.0%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
10m,1315_b,fixed_3000,3000,0.3305056736807315,50,8.342467736987155,8.35355977852926,0.08030629107398747,8.132533887756399,8.493109369773537,all_sampled_pixels,3000,3000,0.0096262033736063,0.01135702459807145,8.319644941587402,8.365290532386908,8.356356383884748,-0.013888646897592949,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (33.1%)","3,000
33.1%",9077,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
