quad_id,scale,Name,ACNE2,ACRU,ACSA3C,AEFL,ALJU,CACA18,CACA38,CACO15,CAGL8,CALA21,CAOV2,CAOV3,CAPA24,CARYA,CATO6,CELA,DIVI5,FAGR,FRAMCO,FRQU,GLTR,JUNI,JUVI,LIBE3,LIST2,LITU,MAAC,NYSY,OSVI,OXAR,PATO2,PIEC2,PIVI2,PLOC,PRSES,QUAL,QUFA,QUMO4,QUMU,QUNI,QUPA5,QURU,QUSH,QUVE,SAAL5,TIAM,ULAL,ULAM,ULRU,ULSE,richness,shannon,simpson,evenness,faith_pd,rao_pd,afaith_pd
4,20m,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8458904126732585,0,0,0,0,0,0,2.948176193630552,4.225782500531243,0,0,0,0,0,0,0,0,0,0,0.9999999999860244,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2876870572558232,0.7064481909993503,0.9288698658599395,434.4608720000001,178.01614761392636,1185.6134811161812
103,20m,103,0,0,0,0,0,0,0,0.11948169976469424,0,0,0,0,0,0,0,0,0,0.0645865903210556,0,0,0,0,0,0,2.23635360686138,3.449904163674921,0,0,0,0,0,0,0,0,0,0,0,0,0.8450011317410254,0.7198998146830419,0,0,0,0,0,0,0,0,0,0,6,1.2984639733048662,0.6716173634872564,0.7246865416954009,544.1171350000001,172.04007358961405,899.483170190129
202,20m,202,0,0,0,0.2420195394286355,0,0,0,0.008604053950942235,0,0,1.2488197107189176,0,0,0,0,0,1.0000000000005793,2.1741086711090905,0.6784146001928818,0,0,0,0,0,2.3652116009910955,0.2579387456659438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1440201014966766e-5,0,0,0,0,0,0,0,0,9,1.6995947835788068,0.7882822250724907,0.77351892069189,888.0124800000001,190.5891039362785,834.5091712630572
301,20m,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7424345192385051,0,0,0,0,0,0,0.20677522792553213,0.828601217965159,0,0,0,0.999999999998772,0,0,0,0,0,0,0,0,0,0,0,0.8063708690808273,0,1.000000000000244,0,0,0,0,0,0,6,1.664010169300608,0.7942587257149597,0.9287017581760093,562.6311010000001,156.53092289370534,471.2514147141418
400,20m,400,0,0,0,0,0,0,0,0,1.0000000000013263,0,0,0,0,0,1.5648676746241066,0,0,1.342514459122611,0,0,0,0,0,0,0.7470754438892446,0.04964567839680628,0,0,0,0.3765864377410004,0,0,0,0,0,0,0,0,0,0,1.828074292038706,0,0,0,0,0,0,0,0,0,7,1.7208432805362763,0.8052542073631905,0.8843385093457163,662.6501350000002,148.9870560975031,476.1972446766318
5,20m,5,0,0,0.999999999996856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12910254238786378,1.0000000000027152,0,0,0,0,0,1.570904845701674,3.322522949337649,0,0,0,0,0,0,0,0,0,0,0,0,0.7418753620152617,0,0,0,0,0,0,0,0,0,0,0,6,1.506927620534679,0.7333717877333588,0.84103231846399,676.773714,192.3234490705445,1016.892399865417
104,20m,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1541095873300328,0,0,0,0,0,0,1.0643381578238253,3.7251620351068473,0,0,0,0,0,0,0,0,0,0,0,0,0.030407809128974672,0.9270721138988007,0,0,0,0,0,0,0,0,0,0,5,1.0124393742655478,0.5435818554440703,0.6290639523548585,446.23757200000006,143.899481899194,778.1868156307961
203,20m,203,0,0,0,0.15487229901606764,0,0,0,0,0.2561177058548479,0,0.8202249298497863,0,0,0,0,0,0,0.396916594970626,0.8954056853588549,0,0,0,0,0,1.100794465078648,0.07059019777896999,0,0,0,0,0,0,0,0,0,0,0,0,3.8259381097119123,0.2801001853170994,0,0,0,0,0,0,0,0,0,0,9,1.6145793324712328,0.7098900559595245,0.7348267214581451,787.4484500000001,148.505433788236,559.9106903807849
302,20m,302,0,0,0,0.3621534208054256,0,0,0.9999999999953445,0.9913959460772577,0,0,1.9854265514345388,0,0,0,0,0,0,0.6724904445806315,0,0,0,0,0,0,0,8.785474847704827e-4,0,0,0,0,0,0,0,0,0,0,0,0,1.9999999999760494,0,0,0.12201539435830996,0,0.9999999999950749,0,0,0,0,0.9999999999941622,0,10,2.010399265507033,0.8499090229146339,0.8731053074320547,747.542149,148.70354803984392,531.8150756686957
401,20m,401,0,1.0000000000020437,0.09730827388712696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.524168805632409,1.1217531036413981,0,0,0,0.6234135623419921,0,0,0,0,0,0.9710923374712819,0,0,1.4022328110185716,0,0.6241346456770158,0,0,0,0,0,0,0,0,0,8,1.788562458443259,0.7904461461476803,0.8601167297054209,665.6619260000001,183.60631743447306,929.6213202861195
500,20m,500,0,0,0.9999999999993138,0,0,0,0,0,0.9999999999859611,0,0,0,0,0,0.08746786947674383,0,0,0.6574855408529378,0,0,0,0,0,0,1.840219153755995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638721199298104,0.41230394543402327,0.8764076676145578,0.9999999999931439,0,0,0,0,0,0,0,9,1.9403108902092612,0.838601463626537,0.8830735420598541,527.9383250000003,168.8110527499345,600.3261080297665
6,20m,6,0,0,1.000000000001015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0259250542903575,0,0,0,0,0,0,0.41363786948261433,1.8885051336557104,0,0,0,0,0,0,0,0,0,0,0,0,3.925169405300767,0,0,0,1.374687120487242,0.254368109343807,0,0,0,0,0,0,7,1.6635520955705652,0.7786285073072114,0.8548966643594386,569.507502,136.57428997997258,732.7068995207298
105,20m,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.108034434216373,2.8356440535286844,0,0,0,0,0,3.426740825120612,0.6888972635836655,0,0,0,0,0,0,0.504077345353837,0,0,0,0,0,0,0,0,0,0,5,1.4014177587913252,0.7296061064606731,0.870749811449286,913.322327,366.399001327966,1370.5166034611937
204,20m,204,0,0,0,0,0,0,0,0,0.48706405519976065,0,0,0,0,0,0,0,0,0.6030834050081829,0,0,0,0,0,0,0.9541124257340351,7.029295184246386,0,0,0,0,0,0,0,0,0,0,0,0,1.025580789618352,0.4119090432971281,0.07809866387816493,0,0,0,0,0,0,0,0,1.0000000000036098,8,1.3741490144498854,0.6042696762084657,0.6608259895297688,667.0418400000002,155.1991772962177,1397.2237360645065
303,20m,303,0,0,0.0970979380302695,0.24095474075219797,0,0,0.059123643191680335,0,0.07855652439900519,0,2.4733752894830934,0,0,0,0,0,0,0,0.10459431463628081,0,0,0,0,0,0.15564155773649083,0,0,0,0,0,0,0,0,0,0,0,0.999999999996116,0,0.8361284588585814,0,0.2959198073493367,0,0,0,0,0,0,0,0,0,10,1.6253482192772533,0.7190168108831587,0.7058797628033876,746.6897630000002,130.4948722069351,362.5791113940389
402,20m,402,0,0,1.9492987841725422,0,0,0,0,0,0,0,1.0991798631345615,0,0,0,0,0,0,1.0986161483971832,0,0,0,0,0,0,0.5811725708693785,0.9991214525147053,0,0,0,0,0,0,0,0,0,0.02890766250721814,0,0,2.7512901523798683,0,0,0,0,0,0,0,0,0,0,0,7,1.685583341482728,0.7910809542121199,0.8662184851140393,654.9307020000001,177.04260697754674,732.9162492925261
501,20m,501,0,0,0.23917969894670046,0,0,0,0.9999999999941664,0,0,0,0,0,0,0,0,0,0,0.7804871980920445,0,0,0,0,0.9999999999996764,0,6.474718643986389,0,0,0,0,1.0000000000248603,0,0,0,0,0,0,0,0,1.1996280334682676,0.503049024374847,0.13548711688072626,0,0,0,0,0,0,0,0,0,9,1.6072819610942195,0.6890110008765988,0.7315055446188344,1176.482355,222.13168321829815,1733.8848862874588
600,20m,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696916861325618,0,0,1.2138428076280372,0,0,0,0,0,0,2.7681123948745006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042149506141604814,0,0,2.4140423072371417,0,0,0,0.9189503452648183,0,0,0,6,1.5003334011637008,0.7487880766312596,0.8373520145592369,497.4642410000002,160.8028816522819,685.3680535544889
7,20m,7,0,0,0,0,0,0,0,0,0.2325600565957548,0,0,0,0,0,0,0,0.996428459872597,0.3804286229205139,0,0,0,0,0,0,0.6337159320410544,0,1.000000000002012,0,0,0,0,0,0,0,0,0.3766191836225238,0,0,1.1024373063829664,0,0,0,0.36680426603071153,0,0,1.0000000000054217,0,0,0,0,9,2.073794632903433,0.8628478742743841,0.9438246114184535,790.441637,198.8454681818027,635.5749607954687
106,20m,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5769406973884528,0.041351954410034295,0,0,0,0,0,0,4.559659416896084,2.1944657515401245,0,0,0,0,0,1.0923553656466032,0.31110273641916764,0,0,0.7218007117973971,0,0,0,0,0,0,0.15906275142821666,0.7456318906533451,0,0,0.6920553684029346,0,0,0,10,1.7821932627949133,0.7659205466704769,0.7739966997169827,1204.904004,279.7657046391063,1666.4840458999138
205,20m,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.439063381667652,4.138187376819851,0,0,0,0,0,4.521409193991182,0,0,0,0,0,0,1.0000000000024138,0.5429963503224119,0.14904016037426376,0,0,0,0,0,0,0,0,0,6,1.398007980769019,0.7053981931722468,0.7802431100706413,931.9707320000001,366.9022112220608,2541.462900867003
304,20m,304,0,0,0.9999999999913048,0,0,0,0.9408763568054195,0,0.17826171452342862,0,0.8950641503304668,0,0,0,0,0,0,0,0.9024197916333089,0,0,0,0,0,0,1.0097280510976236,0,0,0,0,0,0,0,0,0,0,0,0,1.000000000005485,0,0.9977666452871761,0,0,0,0,0,0.999999999990466,0,0,0,9,2.139204616966301,0.8797990048631266,0.9735939780719828,826.6089870000001,201.15666772216758,809.5275391657163
403,20m,403,0,0,1.3301470648148264,0,0,0,0,0,0,0,1.9143948106045496,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64663725755706,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8464770366330723,0,0,0,0,0,0,0,0,0,0,0.9999999999738581,5,1.50855359005507,0.7559463815414065,0.9373170461565344,572.4163580000002,178.598065715067,1107.8799799660549
502,20m,502,0,0,0.7692455928779346,0,0,0,0,0,0.8025510854833601,0,1.8872818478905806,0,0,0,0,0,0,2.5776817692068192,0,0,0,0,0,0,2.180388372662827,0,0,0,0,0,0,0,0,0,0,3.9019926945139325e-8,0,0,1.4165046540021167,0,0,0,0,0.03904444884660679,0,0,0.3525863475377234,0,0,0,9,1.8103828317081618,0.8176381032481708,0.8239407343162705,629.454601,167.85498424708567,725.1361391168856
601,20m,601,0,0,0,0.6949617683194025,0,0,0,0,0.026875566709588787,0,0.9422278961743457,0,0,0,0.465335860191374,0,0,1.7942785901667784,0,0,0,0,0,0,0.42480621484693865,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2810870685119453,0.39092934956243636,0,0,0.48511015775401556,0,0,0,0,0,0,0.013215391217460017,10,1.8805604081759175,0.8128587891331954,0.8167170081565278,635.4134810000003,131.31128958901687,457.81706317980576
700,20m,700,0,0,0,0,0,0,0,0,0.3121541206052844,0,2.7265498711990532,0,0,0,0.28722008280135203,0,0,0.5170532090288231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9324508602289575,0,0,1.989133758704436,0,0,0,0,0,0,0,1.0810496547375754,0,0,0,7,1.6700547798490688,0.7745682592638498,0.8582383830311154,372.0125850000002,130.42553193577183,361.65958479848973
8,20m,8,0,0,0,0,0,0,1.8354035757905884,0,1.228657287213354,0,0,0,0,0,0,0,0,0,0,0,0,1.000000000004011,0.9999999999852601,0,0,0,0,0,0,0,0,0,0,0,0,0.6233808163652265,0,0,0,0,0,0.49813461862460323,0.44000868687796935,0,0,0,0,0,0,0,7,1.8359092627622386,0.8243977332630751,0.9434707268747855,881.639182,260.70017522861804,954.0199963851737
107,20m,107,0,0,1.0000000000002909,0,0,0,0.9999999999976908,0,0.33814704128337214,0,0,0,0,0,0,0,0,0.9571076163474399,0.08129025331505803,0,0,0,0,0,1.386832874853345,0,0,0,0,0,0,0,0,0,0,0.27819928820315937,0.06457173912170315,0,1.0000000000041194,0,0,0.06644164321137701,0.844828155209673,0,0,0,0,0,0,0,11,2.092972932996476,0.8627243341919734,0.8728375074337392,749.4685540000002,171.0686878918102,602.4016035323768
206,20m,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43829634956186003,0,0,0,0,0,0,0,1.4149749102008795,1.8783281589467795,0,0,0,0,0,8.029687004491333,0,0,0,0,0,0,0,0.5141120801827397,0,0,0.21612668410265987,0,0,0,0.3079446315764281,0,0,0,7,1.2208443350873548,0.5690310737212501,0.6273898800928921,1146.6946599999999,330.245853603,3451.1316714789004
305,20m,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16091520043747942,0,0,0,0,0,0,0.4698453061223359,0.7532299415261009,0,0,0,0,0,1.249939083410756,0,0,0,0,0.9883486391006804,0,0.47714380967710657,1.3649356328315898,0.4791747230672318,0.024600398730436658,0,0,0,1.0000000000042057,0,0,0,0,10,2.0801415017219838,0.8625449317290792,0.903393975775801,1107.2487670000003,294.256396849916,1041.008996554394
404,20m,404,0,0,1.8601736372359814,0,0,0,0,0,0,0,0.33770803703985885,0,0,0,0,0,0,0,0.6816784663554336,0,0,0,0,0,0.06680639725741902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7657031705578687,0,0,0,0,0,0,0.6763552431507627,0,0,0,0.307447069807495,7,1.6500847187846825,0.7650141730746428,0.8479758017531046,801.7377990000001,179.474352377259,539.3267406589287
503,20m,503,0,0,0.2677424432682233,0,0,0,0,0,0,0,1.7996299553269026,0,0,0,0.9999999999926525,0,1.0000000000046814,0,0,0,0,0,0,0,1.130914787422693,0,0,0,0,0,0,0,0,0,0,0.19746232690733914,0,0,0.10278024403613713,0,1.8844907860709892,0,0,0,0,0,0,0,0,0,8,1.7982211115881803,0.8130550119693113,0.8647615600367025,608.6955560000002,168.2177500864952,546.7455803220121
602,20m,602,0,0,0.6843400739708089,0.9399351051876212,0,0,0,0,0.6266558183055311,0,1.7716670415915532,0,0,0,0,0,0,3.693725865367408,0,0,0,0,0,0,2.744295526418778,0,0,0,0,0,0,0,0,0,0,0.017863648842327794,0,0,0,0,0,0,0,2.787336789028434,0,0,0.6474136524656664,0,0,0.986784608770767,10,1.9973276450712472,0.8413565256490121,0.8674283748072592,677.0161190000002,174.85847533572263,989.4739809645544
701,20m,701,0,0,0,0.3266218109868062,0,0,0,0,1.724789769847272,0,0.13739201447666774,0,0,0,1.8725862837031673,0,0,2.1186207251933213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010866241294387636,0,0,0,0,0.9999999999920334,0,0,0,0,0,0,7,1.5530915176516338,0.7660798459162254,0.798131156469695,394.6388140000002,117.5293100617167,353.74281806295215
800,20m,800,0,0,1.5707128738820892,1.769424948384767,0,0,1.0000000000086697,0,0,0,0.7608625348683855,0,0,0,0,0,0,0,0,0,0,0,0.8222004715321184,0,0,0,0,0,0,0,0,0,0,0,0,0.06754913975492853,0,0,0.6049811140904607,0,0,0,0,0,0,0,0,0,0,0,7,1.755433546600545,0.8109701018717866,0.9021143897382726,1006.356045,259.04012134591585,982.0493405479903
9,20m,9,0,0,2.098598184249158,0,0,0,6.619334941792768,0,0,0,0,0,0,0,0,0,0,0,0.9840379145834927,0.10914504689879334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2212524988129985,0,0,0.840216267432707,0,0,0.5018653813264258,0,0,0,0.557353307272471,0,0,0,0,8,1.4184533528713001,0.6451632173422194,0.6821318726399159,592.027509,145.7021936334403,1193.4984179972357
108,20m,108,0,0,0,0,0,0,0.4941572205933289,0,1.2671843819896442,0,0.6398237941608274,0,0,0,0,0,1.467583037252475,0,1.8007268230063336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15694486592196516,0,0,1.889831509211209,0,0,0,0.7757291324736935,0,0,0,0,0,0,0,8,1.9032069011198949,0.8356264684042354,0.9152490526771081,565.14463,176.3239252518798,659.2250982699768
207,20m,207,0,0,0,0,0,0,0,0,0.9334512329615737,0,0,0,0,0,0,0,0.9749344940201524,0.001540429222314051,1.9055762597014277e-4,0,0,0,0,0,0,0.9519669565891214,0,0,0,0,0,0.9851136300250412,0,0,0,0,1.8018675335815626,0,0.021092053360696104,1.180272657134608,0,0.9335583567811808,0.35500061320224857,0,0,0,0,0,0,0,11,2.0252681880748957,0.8590602235771208,0.844602435748324,1191.837982,252.28088679084087,1014.6780583208144
306,20m,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.839084799555076,0,0,0,0,0,0,1.6177747866327272,2.7656651826874663,0,0,0,0,0,4.1500114646108575,0,0,0,0,0.20104481639295965,0,0.5228561903397313,0.4511159256727761,0,0.6269719829764446,0,0,0,0,0,0,0,0,8,1.7350660042516874,0.7855786987073531,0.8343903733163129,976.8934650000001,368.8485672083066,2330.8033148295362
405,20m,405,0,0,0.36036563168158253,0,0,0,0,0,0,0,1.1100131603152747,0,0,0,0,0,0,1.0000000000007263,0.41590174197379837,0,0,0,0,0,0.03561666645996846,0,0,0,0,0,0,0,0,0,0,0,1.709636465068308,0,1.036696495425608,0.07372048363824857,1.1156495041417687,0.0051451128501054984,0.8717579849139249,0,0,1.323644756847907,0,0,0,0.5669095763382133,13,2.2590606427256885,0.8853934357862472,0.8807427858776212,885.3857070000004,147.70801728906065,626.6576967486347
504,20m,504,0,0,0.34510086108645077,0,0,0,0,0,0,0,0.4314466582018477,0,0,0,0,0,0,2.547835723433005,0,0,0,0,0,0,1.9034549042908315,0.4469269890287287,0,0,0,0,0,0,0,0,0,0.03816809368776195,0,0,0.19741256798986148,0,0.11550921391439152,0,0,0,0,0,0,0,0,0.03436313383365519,9,1.5198774079416515,0.7093483411926431,0.6917260181862055,777.8554070000002,164.95030386546895,617.4151078105584
603,20m,603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9356187276406374,0,0,0,0,0.8156264291320668,0,0,0,0,0,0,0,0,0,0,0.010814412298298987,0,0.5640934428375944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.102326754429865,0.6564495622745898,0.7951606710275962,820.6559940000001,313.3008318437359,611.6829281151914
702,20m,702,0,0,0,1.0384813154767456,0,0,0,0,0.5069736391268141,0,0,0,0,0,0.057550854250734106,0,0.07297208658159327,3.51203867791391,0,0,0,0,0,0,1.3384152432287943,0.9180649045418474,0,0,0,0,0,0,0,0.051814527191539776,0,0,0,0,0,0,0,0,0,2.173618762143942,0,0,0,0,0,0.9817784474490652,10,1.84194435940302,0.8060627198145205,0.7999462712615516,1022.7012780000002,173.30223099600474,956.0901709283172
801,20m,801,0,0,0,0.334817863112711,0,0,0,0,0,0,0.5829195047883227,0,0,0,0.1576650980547682,0,0,0.7124519782841082,0.8172243375900364,0,0,0,0.007569700022293136,0,1.9999999999994427,0.27427566082697596,0,0,0,0,0,0,0,0,0,0.939172202343737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.8384061855632419,0.8052779331022192,0.8366947122865396,1295.416609,189.58728562019326,872.8085565780328
900,20m,900,0,0,1.4292871261307543,0.9999999999988085,0,0,0,0,0,0,0.8473442423519644,0.9358517168245306,0,0,0,0,0,1.0000000000111884,0.9999999999975557,0,0,0,1.2092214788907547,0,0,0.8007157824011385,0,0,0,0,0,0,0,0.9899001900259905,0,0.669224196258697,0,0,0.4852612227651449,0,0,0,0,0,0,0,0,0,1.757911655635171,0,12,2.4357115299786956,0.9082127594369466,0.980202427397624,1463.632849,285.07865160326986,1602.0385439215577
10,20m,10,0,0,0.21520056545652375,0,0,0,2.4599380425198207,0,0.2530030078966216,0,0,0,0,0,0,0,0,0,1.9529094845605781,0.8908549531188904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9801948978797129,0,0,0.1498810555242866,0,0,0,0,7,1.5788564706672175,0.7532956816052974,0.811371723115638,666.8881779999999,161.37953868159843,565.9197172781253
109,20m,109,0,0,0.23471947238752866,0,0,0,0.6338113849278995,0,0.006987253027372296,0,1.2583053127913857,0,0,0,0,0,0,0,0.2998771330673179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6705420798073416,0,0,0,0,0,0,0,0,0,0.24525539715070394,0,0,0,0,7,1.5214245080672606,0.736708770760852,0.7818575327364786,659.852203,157.02615477273181,446.43760745885913
208,20m,208,0,0,0,0,0,0,0,0,0,0,0.08479923293799513,0,0,0,0.1497221904669691,0,0.5324169627319345,0.1559687372485467,0.1177923661009583,0,0,0,0,0,0.01807902912050917,0,0,0,0,0,0,0,0,0,0,0.17361690549371267,0.13356072727703758,0,2.1131226321464474,0.5301802925220753,0,0.8849393325174323,0,0,0,1.0000000000128573,0,0,0,0,12,1.9232584228276572,0.8005536320299522,0.7739761262225846,777.7357170000002,127.22336951337766,448.5443609495161
307,20m,307,0,0,0.6875789139235033,0,0,0,0,0,0,0,0.48313872724730744,0,0,0,0,0,0.009828459018924006,0,0,0,0,0,0,0,1.071209138662695,1.7746220806959818,0,0,0,0,0,4.602495169779513,0,0,0,0,0.12789640072054081,0,0.6647660717050177,0.4836877421371346,0,0,0,0,0,0,0,0,0,0,9,1.6290149915021512,0.7260493072984151,0.7413966730142211,1272.1631360000001,379.9081371743603,2326.697598351239
406,20m,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8731982003986487,1.9498139284183174,0,0,0,0,0,0.6433459559018546,0,0,0,0,1.3243864385318698,0,0,0,1.808369454031461,0.3432825054545129,0,0,0,0,0,0,0,0,6,1.6604660443084478,0.7960329216684046,0.9267237443560589,931.9707310000001,239.80523441793528,1057.6216780811533
505,20m,505,0,0,0,0,0,0,0,0,0,0,1.0265925491505925,0,0,0,0,0,0,0.3673785133643171,0,0,0,0,0,0,3.7901274104576075,2.3880255535666626,0,0,0,0.055260515977178265,0,0.8659692772222561,0,0,0,0,0.2692341906686061,0,1.8776603564769543e-4,0,0,0,0.12824201510069627,0,0,0,0,0,0,0.09128021999106463,10,1.5644260849111964,0.7259995896986129,0.6794216160224407,1304.9639460000003,255.69462402640525,1520.178322299329
604,20m,604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4201571673985461,0,0,0,0,0,0,0,0.7962597215477598,0,0,0,0,0,0,0,0,0,0.17442609123067254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9412899061030523,0.5652570114295643,0.8567989961628907,312.055781,139.151176697697,227.82310042329152
703,20m,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4414115284028604,0,0,0,0,0.18437357084737166,0,1.7925372404467437,3.0839397826736596,0,0,0,0,0,0,0,0.9373710604982435,0,0.007986357474734668,0,0,0,0,0,0,0,0,0,0,0.19437755048453537,0,0,0.018221552534265852,8,1.482002245886069,0.7315497604570693,0.7126924302420461,1196.55733,212.02117604027603,1269.863957167026
