quad_id,scale,Name,sub_id,ACNE2,ACRU,ACSA3C,AEFL,ALJU,CACA18,CACA38,CACO15,CAGL8,CALA21,CAOV2,CAOV3,CAPA24,CARYA,CATO6,CELA,DIVI5,FAGR,FRAMCO,FRQU,GLTR,JUNI,JUVI,LIBE3,LIST2,LITU,MAAC,NYSY,OSVI,OXAR,PATO2,PIEC2,PIVI2,PLOC,PRSES,QUAL,QUFA,QUMO4,QUMU,QUNI,QUPA5,QURU,QUSH,QUVE,SAAL5,TIAM,ULAL,ULAM,ULRU,ULSE,richness,shannon,simpson,evenness,faith_pd,rao_pd,afaith_pd
100_c,10m,100,100_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7337488255562208,0,0,0,0,0,0,0.9147449459535066,1.031497178263352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0890544526935915,0.6603992317808562,0.9913000827743282,394.22946500000006,174.46363808699655,355.4841634114274
100_d,10m,100,100_d,0,0,0.016160462781357465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4538272554310805,0.5937907230118687,0,0,0,0.3496585156678585,0,0,0,0,0.9999999999992034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.337714758199811,0.7113885343451645,0.8311689117455066,636.542307,184.60421820988233,317.34736450123114
2_a,10m,2,2_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017571159207108417,0,0,0,0,0,0,1.513992916278531,0.542411367309952,0,0,0,0.596735754671796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0134141978874953,0.5874230446066036,0.7310238188293781,517.9637020000001,153.23277002880968,348.53529502583325
2_b,10m,2,2_b,0,0.16214672913404396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8001596903979333,0,0,0,0,0,0,0.0634371199642193,0.11572575413741833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9189200356147993,0.47506605583744543,0.6628606891774903,512.808069,119.69913099295471,154.9361008906567
2_c,10m,2,2_c,0,0,0.413740825799297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0219352901272223,0,0,0,0,0,0,0.9913337745401265,0.16301587347401375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.2015815095850082,0.6683403984581542,0.8667578425510829,512.808069,165.83831902149055,331.07419735563354
2_d,10m,2,2_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7918793206854784,1.2556712187964694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6672696572738792,0.4743464743886816,0.9626666254847038,271.82437400000003,128.93893345981041,278.2870718140214
101_a,10m,101,101_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7469422940052297,0,0,0,0,0,0,0,0.8062808516577716,0,0,0,0.14349588749044428,0,0,0,0,0,0,0,0,0.13820899446371895,0,0,0,0,0.23168155412188682,0,0,0,0,0,0,5,1.3464703975057537,0.695289445148511,0.836609096320692,447.56671700000004,158.68725880612251,285.88086512557396
101_b,10m,101,101_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12730693499125592,2.3350477900850444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07252887379895909,0,0,0,0,0,0,3,0.3275568438872606,0.14811286439282922,0.29815508825626774,394.229466,40.18304961743429,355.329467459836
101_c,10m,101,101_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4232580050025114,0,0,0,0,0,0,0.7689367895765771,0,0,0,0,0.3243935872072225,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19326230833020885,0,0,0.2784856594642225,0,0,0,5,1.3418709327363234,0.6823052689769915,0.8337512881791688,521.2529810000001,155.15554796473242,313.75121361981746
101_d,10m,101,101_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5025584159394736,0,0,0,0,0,0,1.457623922857417,0.23388360261987604,0,0,0,0.6871483445523552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5025272637411028,0,0,0.4509173289987479,0,0,0,6,1.6050853168659485,0.7704671581270656,0.8958151718642617,669.343118,179.3571829488485,521.6987588757878
200_a,10m,200,200_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688551125604633,0,0,1.2120802098414236,0,0,0,0,0,0,1.4472860862068289,0,0,0,0,0.058970381409504675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.12473798285361,0.6518139206134456,0.8113269550811796,467.7531270000002,152.6072020336972,396.33947831870614
200_b,10m,200,200_b,0,0,0.5176870507873946,0,0,0,0,0,0,0,0,0,0,0,0.37982974319669416,0,0,1.4557913762707935,0,0,0,0,0,0,0.9830316881037644,0,0,0,0,0.08226296534151525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.3415893315433693,0.7001143197292031,0.8335763195203728,586.3317310000002,165.63380198009136,397.4179024338203
200_c,10m,200,200_c,0,0,0.022770195234030396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11345673264016487,0,0,0,0,0,0,0.8381187538297044,0.4807985061272302,0,0,0,0.8352143222094328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.2581337284246419,0.6864916169638207,0.7817224378179654,636.542306,177.83826704825407,304.7681683546654
200_d,10m,200,200_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9464713636862558,0,0,0.06044245629336352,0,0,0,0,0,0,0.25704386408138324,0.07350925709523363,0,0,0,0.3823441531035639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.1994695088292229,0.6223063248624026,0.745272308774655,615.8432640000002,153.52877739122562,225.35225145450846
3_a,10m,3,3_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3544561902802701,0,0,0,0,0,0,0,1.9160295702932664,0,0,0,0,0,0,0,0,0,0,0,0,0.4811276683571174,0,0,0,0,0,0,0,0,0,0,0,3,0.8209277892405371,0.4679577275812251,0.7472406759947858,312.055781,118.58181027559493,389.7092630358269
3_b,10m,3,3_b,0,0,0.5862591742178987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29841007215186577,1.2491486256603288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9435113143938095,0.562257313842651,0.8588210091274919,394.229466,150.75932348198495,291.5696370930013
3_c,10m,3,3_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20295445271217508,0.005312941146871194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11877066360036856,0.04971884368139401,0.17134984737934303,271.82437400000003,13.51479355969879,28.30607698017335
3_d,10m,3,3_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5809572193674185,0,0,0,0,0,0,0.7114903945527711,0.13174726613118176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9326891663925869,0.5754700832947937,0.8489702655004179,394.22946500000006,145.41656698923626,189.61532257728405
102_a,10m,102,102_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6120626900316465,0,0,0,0,0,0,0.5159543695278604,0.3270620503947305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17482465819854437,0,0,0,4,1.2936702294630733,0.7070063578176444,0.9331858122960316,505.37747300000007,179.9346993381837,219.83230028783717
102_b,10m,102,102_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3365865373042216,0,0,0,0,0,0,0.020626449351610208,0.7303899452930597,0,0,0,0.35636183927471204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09577235337055513,0,0,0,5,1.134489234514777,0.6191591001035406,0.7048977942858231,629.11171,162.17895495673702,329.85585263968517
102_c,10m,102,102_c,0,0,0,0,0,0,0,0.33410007299698685,0,0,0,0,0,0,0,0,0,0.04929363304155293,0,0,0,0,0,0,0.004523769899522614,1.0680656758331402,0,0,0,0,0,0,0,0,0,0,0,0,0.6171610724393611,0,0,0,0,0,0,0,0,0,0,0,5,1.0988419650093602,0.6194152966050791,0.6827489004204461,532.3404360000001,157.7248190023481,300.91163359649505
102_d,10m,102,102_d,0,0,0,0,0,0,0,0.54641822720723,0,0,0,0,0,0,0,0,0,0.03270461431717014,0,0,0,0,0,0,0.06567179309585391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33865496011881907,0,0,0,0,0,0,0,0,0,0,0,4,0.9875448456219129,0.5671483885260034,0.7123630257170954,382.92115400000006,114.49735154261941,158.63574169111737
201_a,10m,201,201_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04107958462461192,0,0,0.16011667836261392,0,0,0,0,0,0,1.0000000000123923,1.5856220932295926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9149225263202191,0.5439917955808443,0.6599770957598912,492.1090270000002,146.3417195579649,395.6360845450952
201_b,10m,201,201_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12610503341299997,0,0,0,0,0,0,0.7250223026026769,0.6532355840132178,0,0,0,0.1480537747662741,0,0,0,0,0,0,0,0,0.8617910055387047,0,0,0,0,0,0,0,0,0,0,0,5,1.392644574814488,0.7258638960724795,0.8652987257571584,558.1951100000001,182.65150788190363,331.27364683581084
201_c,10m,201,201_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800824024535199,0,0,0,0,0,0,0,0.21520337539598305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5163431372552402,0.33389147279706566,0.7449256835151844,271.82437300000004,90.75984024310893,138.09050517574664
201_d,10m,201,201_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7326097520177997,0.3215853997041568,0,0,0,0,0,0,0.16821933932836516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07156229634668039,0,0,0,0,0,0,0,0,4,0.787180864613487,0.4035393204080562,0.5678309648302822,435.7900180000001,95.30351395887311,230.91934141388458
300_a,10m,300,300_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0328576657245978,0,0,0,0,0,0,0,0,0,0.4385540005996041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6092028628669243,0.41843225964575237,0.8788939491534709,244.81018300000014,102.43647805698022,180.1082793534297
300_b,10m,300,300_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5610472298168785,0,0,0,0,0,0,0,0,0,0.07047945070492463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.34985102846002547,0.1982935200399969,0.5047283438091824,244.81018300000014,48.54427292870584,77.30208086867876
300_c,10m,300,300_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06159734437857999,0,0,0,0,0,0,0,0,0,0.011405508141828393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.43337143900967556,0.2636495068356316,0.6252228259221728,244.81018300000014,64.54408401629071,8.935920817425684
300_d,10m,300,300_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38096727676639186,0,0,0,0,0,0,0,0,0,0.366920904842625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6929708000776618,0.49982362988798523,0.9997455367529,244.81018300000014,122.36191430060201,91.54532129459719
4_a,10m,4,4_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.184014248379886,0,0,0,0,0,0,0,0.3157761626537343,0,0,0,0,0,0,0,0,0,0,0.6776428164242199,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9745725371113536,0.5864342954996695,0.8870941524719932,312.05578000000014,94.64028519486122,213.49569093729622
4_b,10m,4,4_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9084086298774623,0,0,0,0,0,0,0,0,0,0,0.040490301797286896,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.10104395083044893,0.04068869360876115,0.14577560677491694,271.8243730000001,11.060178628390622,264.87911600538837
4_c,10m,4,4_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001607456784658385,0,0,0,0,0,0,2.926531841181359,1.2991146975716077,0,0,0,0,0,0,0,0,0,0,0.004670857115403712,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6281074296654483,0.42753897946270847,0.45308373696192783,434.4608720000001,116.15992532346462,630.7212833733216
4_d,10m,4,4_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.660268707425126,0,0,0,0,0,0,0.021644352508967558,0.7024830102605523,0,0,0,0,0,0,0,0,0,0,0.27719602464482096,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.9206745630099644,0.5303152693099744,0.6641263131635445,434.4608720000001,118.96901117961112,271.75309239904783
103_a,10m,103,103_a,0,0,0,0,0,0,0,0.08221804902881549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6928835695425497,0.44967577529170893,0,0,0,0,0,0,0,0,0,0,0,0,0.22325551664676274,0.22264039581852801,0,0,0,0,0,0,0,0,0,0,5,1.4040218762889578,0.7175115197274989,0.8723678406242631,503.88572800000003,177.1132063844863,283.36303179204805
103_b,10m,103,103_b,0,0,0,0,0,0,0,0.03726365069618983,0,0,0,0,0,0,0,0,0,0.017829661160827823,0,0,0,0,0,0,0.2549604318546075,0.9880070323558906,0,0,0,0,0,0,0,0,0,0,0,0,0.5539660619260688,0,0,0,0,0,0,0,0,0,0,0,5,1.0924877965114586,0.6064879735573783,0.6788008335526217,532.3404360000001,160.36507121177644,287.8229275126538
103_c,10m,103,103_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046756929223261426,0,0,0,0,0,0,1.2885096055572804,0.47234825171708994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6865343279877105,0.422931080310579,0.6249104757603091,394.22946500000006,113.96678234097959,241.14840190407273
103_d,10m,103,103_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5398731043497471,0,0,0,0,0,0,0,0,0,0,0,0,0.0677795532450995,0.4972594188794705,0,0,0,0,0,0,0,0,0,0,3,0.6801722502375332,0.4079723508168921,0.6191194630292479,283.601073,107.11963089966562,340.0773032126338
202_a,10m,202,202_a,0,0,0,0,0,0,0,0.0036016457350939025,0,0,1.0786554436384144,0,0,0,0,0,0,0,0.6784146003021047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1440201014966766e-5,0,0,0,0,0,0,0,0,4,0.6806342156935149,0.47623210588314835,0.4909738038201915,346.366511,117.23545239136736,207.76616158927948
202_b,10m,202,202_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7500942122841231,0.6681417617757339,0,0,0,0,0,0,0.45276153025126364,0.25793874569015096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.3161864391219844,0.7174590189631715,0.9494278243032952,517.963702,182.38042774366187,278.580718989403
202_c,10m,202,202_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2499057876977273,0.7806601014447714,0,0,0,0,0,0,1.016523089049726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9719923336948401,0.5930861551722365,0.884745550109606,369.87356500000004,145.76333703502442,252.23541995533472
202_d,10m,202,202_d,0,0,0,0.24201953939413182,0,0,0,0.005002408215071047,0,0,0.1701642670902316,0,0,0,0,0,0,0.7253068078978353,0,0,0,0,0,0,0.8959269816998464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.2040375174127012,0.6591440988926163,0.7481105720889382,462.2868240000001,157.4633355849063,330.92209711945435
301_a,10m,301,301_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20677522793817435,0.4292222002834933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35438575326406724,0,0,0,0,0,0,3,1.0571559000239925,0.6405426167094083,0.9622647688618371,394.229466,170.0787330057882,140.53258448035223
301_b,10m,301,301_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032031497345758594,0,0.37562605059114595,0,0,0,0,0,0,2,0.2752739822740159,0.1448011345435598,0.39713640911247916,8.871982,1.2846730592500406,1.808365213730177
301_c,10m,301,301_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27998223273956924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7004063471614599,0,0.13987348077777484,0,0,0,0,0,0,3,0.8999589760806814,0.5310519927716315,0.8191779623835599,84.89880600000006,31.55272310478032,50.78696991233435
301_d,10m,301,301_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462452286515274,0,0,0,0,0,0,0,0.3993790176250539,0,0,0,0.999999999998772,0,0,0,0,0,0,0,0,0,0,0,0.07393302458352914,0,0.1301147153602416,0,0,0,0,0,0,5,1.2079378628944522,0.6467231408895046,0.7505339929936018,440.2260090000001,154.47022271622552,369.2325758220183
400_a,10m,400,400_a,0,0,0,0,0,0,0,0,0.07952735577185424,0,0,0,0,0,0,0,0,0.8995559643300768,0,0,0,0,0,0,0.42611295296390134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38768144271059746,0,0,0,0,0,0,0,0,0,4,1.1568723315824685,0.6430466234312495,0.8345069878578399,382.9211530000001,118.63897516564101,193.90355406771076
400_b,10m,400,400_b,0,0,0,0,0,0,0,0,0.04723950117080428,0,0,0,0,0,1.3884612908157419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019802431865579947,0,0,0,0,0,0,0,0,0,3,0.214703659621939,0.08876190314859111,0.19543169308822547,202.3345880000002,6.068546039395901,102.68274984155572
400_c,10m,400,400_c,0,0,0,0,0,0,0,0,0.3647404463896065,0,0,0,0,0,0.1764063838780811,0,0,0,0,0,0,0,0,0,0.3209618529880811,0.049645678408731825,0,0,0,0.3765864377583726,0,0,0,0,0,0,0,0,0,0,0.3752780152300874,0,0,0,0,0,0,0,0,0,6,1.665111949230671,0.800447519864647,0.9293166732630984,622.4187280000002,180.44724931672488,262.2585154953894
400_d,10m,400,400_d,0,0,0,0,0,0,0,0,0.508492696661883,0,0,0,0,0,0,0,0,0.4429584947709078,0,0,0,0,0,0,6.378224539694081e-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0453124022030005,0,0,0,0,0,0,0,0,0,4,1.0211978566623139,0.6118813867083298,0.7366385417865794,382.9211530000001,93.0019884170261,191.8200371930853
5_a,10m,5,5_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029926002274079704,0,0,0,0,0,0.4974366869011054,0.9336298621571755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7326304743131672,0.47528510471761276,0.6668689963420703,395.558611,128.85435326427992,204.32244638164994
5_b,10m,5,5_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9700739977296537,0,0,0,0,0,0.07346815892061118,0.34993393752891183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7542890194112258,0.4495270832056242,0.6865834536819897,395.558611,120.40453474815163,188.8601292855308
5_c,10m,5,5_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12910254240522887,0,0,0,0,0,0,0,0.17405894603657546,0,0,0,0,0,0,0,0,0,0,0,0,0.7418753620320871,0,0,0,0,0,0,0,0,0,0,0,3,0.8001160910800373,0.45303366752220686,0.7282970519563813,312.055781,89.58054837944225,154.37817832604608
5_d,10m,5,5_d,0,0,0.999999999996856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9999999999750557,1.8649002039489546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0512243783350634,0.6332806834179134,0.956865665146986,394.229466,168.52415141999882,511.7799442520103
104_a,10m,104,104_a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1744489117088526,0.709849873730744,0,0,0,0,0,0,0,0,0,0,0,0,0.030407809119443997,0,0,0,0,0,0,0,0,0,0,0,3,0.6259323523253602,0.3602826832846885,0.5697481803013529,394.229466,97.59107451016361,135.05984954022523
104_b,10m,104,104_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386773854756215,0,0,0,0,0,0,0.6300677993620668,1.7846369047009616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6460413880926975,0.4046585085544656,0.5880522134664254,394.22946500000006,109.77730183672627,337.9188155547551
104_c,10m,104,104_c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11543220185046392,0,0,0,0,0,0,0.1877765491147999,1.010846829279919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6934792391189302,0.380106642596027,0.6312320062973826,394.22946500000006,102.64404217114804,188.00779323112545
104_d,10m,104,104_d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07204489759545005,0.21982842750118461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.927072113899915,0,0,0,0,0,0,0,0,0,0,3,0.6842531380829938,0.38554279535054137,0.6228340472256508,394.229466,102.3712497673235,165.68146705731215
203_a,10m,203,203_a,0,0,0,0.1548722990060797,0,0,0,0,0,0,0.8202249298167416,0,0,0,0,0,0,0,0.23050244745921805,0,0,0,0,0,1.0026430145232543,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7459757045608895,0,0,0,0,0,0,0,0,0,0,0,5,1.4236429061830982,0.7351265172729398,0.884559071949531,586.331733,173.0456974578787,348.767903576492
203_b,10m,203,203_b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09815145053866443,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2784335741833706,0.07532009570579863,0,0,0,0,0,0,0,0,0,0,3,0.4476631874992125,0.21742080607119074,0.40748059357858807,256.58688300000006,33.01343769215318,138.5853798235488
