"scale","x_metric","x_label","y_metric","y_label","moderator","moderator_label","moderator_is_plotted_metric","n","base_r2","additive_r2","full_interaction_r2","moderator_incremental_r2_after_metric","interaction_incremental_r2_after_additive","full_incremental_r2_after_metric","moderator_main_slope","moderator_main_p_value","interaction_slope","interaction_f","interaction_p_value","full_partial_f","full_partial_p_value","interaction_q_value","full_partial_q_value","moderator_main_q_value"
"10m","sp_shannon","Shannon diversity","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,2000,0.368108249876857,0.505327305719496,0.512961076651629,0.137219055842638,0.00763377093213358,0.144852826774772,0.653694561653232,2.61379208048836e-108,-0.0709977148087555,31.2849878112099,2.53472450963153e-08,296.82046791529,1.40327700334938e-113,1.14062602933419e-07,1.36009924940017e-112,2.17145803609802e-107
"50m","sp_shannon","Shannon diversity","sp_even","Species evenness","present_species_count","Number of species",FALSE,80,0.687578075264517,0.982078935343079,0.98809653038633,0.294500860078562,0.00601759504325106,0.300518455121813,-1.02198842411349,1.50223169934539e-49,0.0859238539021382,38.4204973953048,2.71919584474301e-08,959.35904952574,1.18964787447038e-54,1.18144371185386e-07,5.35341543511669e-54,6.24003936651161e-49
"20m","sp_rich","Species richness","sp_shannon","Shannon diversity","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.732261708215483,0.732546641717059,0.748220784514219,0.000284933501575879,0.0156741427971597,0.0159590762987356,0.0184118455791955,0.467167034187747,-0.104361151955525,30.8777466495453,4.49152600442951e-08,15.7195299637827,2.40285839228211e-07,1.8864409218604e-07,4.20500218649368e-07,0.485134997041122
"10m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,2000,0.298955715159335,0.506585356723045,0.513782383410085,0.207629641563711,0.00719702668703903,0.21482666825075,0.655591191874598,1.62476674830573e-154,-0.0784737256621953,29.5449296306466,6.13254429147371e-08,440.948677297874,2.52968530111073e-159,2.49258251846996e-07,2.89763952672684e-158,1.59522553470017e-153
"20m","sp_shannon","Shannon diversity","sp_even","Species evenness","present_species_count","Number of species",FALSE,500,0.52950728449998,0.875615536144063,0.882358301666609,0.346108251644083,0.00674276552254649,0.352851017166629,-1.13697452148133,1.09620178143141e-145,0.0661884229638899,28.4287947773852,1.47933931396469e-07,743.843836811447,5.08251522346091e-150,5.82489854873595e-07,5.33664098463395e-149,9.86581603288272e-145
"10m","sp_even","Species evenness","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.0916486738434645,0.200661510020074,0.210963372750343,0.10901283617661,0.0103018627302683,0.119314698906878,0.34779705447866,1.86492741161751e-57,-0.099197927206204,26.060283261235,3.62346570738688e-07,150.913234438973,9.2389480091061e-62,1.36378117187517e-06,5.06133673542334e-61,9.15509820248596e-57
"10m","sp_even","Species evenness","phy_faith","Faith's PD","present_species_count","Number of species",FALSE,2000,0.0916486738434645,0.50748344891321,0.51210352901734,0.415834775069746,0.00462008010412929,0.420454855173875,0.687496024133648,9.70131954043036e-268,-0.0662352736268969,18.900894833834,1.4461576606831e-05,860.047101013854,4.10841771185736e-270,5.06155181239086e-05,7.39515188134325e-269,1.74623751727746e-266
"20m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.388248234846506,0.586918215955895,0.602180559938845,0.198669981109389,0.0152623439829498,0.213932325092339,0.482915860297987,2.61207514104789e-44,0.111243108584518,19.0290414525228,1.56690423128217e-05,133.365067867835,4.48199241734137e-47,5.3359441389609e-05,1.66097366054415e-46,1.04483005641916e-43
"10m","sp_rich","Species richness","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.204729093927245,0.533330090780808,0.537660377653044,0.328600996853563,0.00433028687223591,0.332931283725799,0.646568830762482,1.9287397395098e-233,-0.0556343767314703,18.6945963080286,1.6097252518225e-05,718.66092607785,8.26279968962137e-236,5.3375100455167e-05,1.04111276089229e-234,2.31448768741176e-232
"10m","sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.437448752667846,0.444801234696254,0.449058686326886,0.00735248202840805,0.00425745163063196,0.01160993365904,0.0973657225174256,2.97470146055332e-07,-0.0571608156735958,15.4242806699068,8.87956557735213e-05,21.0307586382904,9.14874980302529e-10,0.000279706315686592,1.8011601174706e-09,5.18173802806062e-07
"10m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,2000,0.330413554268237,0.434153228683195,0.438474181834907,0.103739674414958,0.00432095315171144,0.108060627566669,0.34338571835249,4.54255952854577e-75,0.0640551954748274,15.3592625874244,9.18798314200818e-05,192.056184814336,5.19935405098619e-77,0.000282362408754398,3.1370748189959e-76,2.88586134754673e-74
"20m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.0145406693558701,0.0605308358737358,0.0889114115091489,0.0459901665178657,0.028380575635413,0.0743707421532787,0.305319268917196,1.10883684485672e-06,-0.156638346593156,15.4504904275905,9.67320711543775e-05,20.2438536570457,3.53697094717969e-09,0.000290196213463133,6.75239908097941e-09,1.87116217569571e-06
"10m","phy_faith","Faith's PD","phy_rao","Phylogenetic Rao's Q","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.646982767488618,0.651332173227152,0.653539908279409,0.00434940573853371,0.00220773505225669,0.00655714079079039,0.072256755309292,6.52350584904278e-07,-0.0415036920344949,12.719038266197,0.000370475925561194,18.8882548541442,7.47472883696093e-09,0.00106090833228887,1.40569527381653e-08,1.11831528840733e-06
"10m","sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,2000,0.181684858644191,0.213621041149853,0.218564705844606,0.0319361825056616,0.00494366469475324,0.0368798472004148,0.31536185336237,4.87586632678157e-19,-0.0571346158791796,12.6274751147408,0.000388948997260142,47.1006208464074,1.02917844649005e-20,0.0010890571923284,2.75907413314354e-20,1.54880459791885e-18
"20m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.388248234846506,0.48735709943461,0.499452897473069,0.0991088645881043,0.0120957980384582,0.111204662626563,-0.45821901567253,7.40377243346998e-21,-0.0869317186582896,11.9859166036276,0.000582377392775375,55.0972250007254,2.46428374317179e-22,0.00159520764108038,6.74999460086187e-22,2.49877319629612e-20
"10m","phy_faith","Faith's PD","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,2000,0.574832579257708,0.589633661621927,0.591910856899141,0.0148010823642184,0.00227719527721415,0.0170782776414325,-0.172716882812392,4.07225592427436e-17,-0.0368603503978244,11.1379629920613,0.000861314261577779,41.7656812838495,1.70087438176817e-18,0.00230905525444256,4.28620344205578e-18,1.22167677728231e-16
"10m","sp_rich","Species richness","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.503837550645902,0.512031204248002,0.514727837382851,0.00819365360209967,0.00269663313484902,0.0108902867369487,0.102098444655671,8.12236048726101e-09,-0.0439031646240098,11.0916721621331,0.00088295880246874,22.3967229128892,2.40305188126267e-10,0.00231776685648044,4.96368093506716e-10,1.59493624113489e-08
"50m","sp_simpson","Simpson diversity","sp_even","Species evenness","present_species_count","Number of species",FALSE,80,0.814045201862424,0.887658690350969,0.902295979511234,0.0736134884885451,0.0146372891602651,0.0882507776488102,-0.369993516735431,5.29745573059732e-10,0.151811520602823,11.3857543488506,0.00116770239547125,34.3233526509832,2.39437275040739e-11,0.00300266330264037,5.02818277585551e-11,1.16760248756023e-09
"10m","sp_simpson","Simpson diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,2000,0.158129126835866,0.21556260220653,0.219367557937862,0.0574334753706634,0.00380495573133197,0.0612384311019954,0.344802956724545,1.55115604537098e-32,-0.057058784988168,9.72889573955727,0.00183984218146067,78.2903078923365,1.8480326423208e-33,0.0046364022972809,5.97056699826721e-33,5.58416176333552e-32
"20m","sp_simpson","Simpson diversity","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.230135977935275,0.292696124543744,0.304996353860459,0.0625601466084688,0.0123002293167151,0.0748603759251839,0.26270439550908,8.75948113356727e-11,0.0823235045014834,8.77824709982285,0.00319483823237484,26.7126270956543,9.59662579659175e-12,0.00789312975057313,2.08478422477683e-11,2.05657383135927e-10
"10m","sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,2000,0.181684858644191,0.524445484922136,0.52649581163033,0.342760626277945,0.00205032670819483,0.344810952986139,0.664790139224554,1.1848498929018e-237,-0.0396675237702328,8.64290582866361,0.00332110941079085,726.754566342945,7.55842630344234e-238,0.0080473035723009,1.05817968248193e-236,1.59954735541743e-236
"20m","sp_shannon","Shannon diversity","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,500,0.221262310999597,0.221609324582149,0.234746049794459,0.000347013582552014,0.0131367252123104,0.0134837387948624,0.0360012842120723,0.638054979797009,-0.0923860847812489,8.51457964190308,0.00368304054876242,4.36974839558517,0.013145216692185,0.00875590771969933,0.0165629730321531,0.644018110449317
"20m","sp_rich","Species richness","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.101298611027564,0.101376732731143,0.116088341153593,7.81217035790288e-05,0.0147116084224501,0.0147897301260291,0.00964076326951397,0.835421825357928,-0.101106026580972,8.25530210457738,0.00423753703352763,4.14956973872494,0.0163220780750352,0.00988758641156447,0.0203621964104399,0.835421825357928
"20m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.000322682590212518,0.43549031096815,0.444225249834177,0.435167628377937,0.0087349388660275,0.443902567243965,0.665785879052511,1.14339545712702e-63,-0.0680985984539729,7.79547771153145,0.00543989738662622,198.079953512924,5.88390365449331e-64,0.0124623103766346,3.36987209302799e-63,6.86037274276212e-63
"20m","sp_shannon","Shannon diversity","sp_even","Species evenness","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.52950728449998,0.547338534009366,0.554191261334967,0.0178312495093859,0.0068527273256016,0.0246839768349875,-0.142965800112931,1.18777636160226e-05,-0.0648418065775586,7.62423985603444,0.00597236419763184,13.7315079857071,1.56937601420004e-06,0.0134378194446717,2.50305541505323e-06,1.88646833901536e-05
"20m","sp_shannon","Shannon diversity","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.0231670573373891,0.0653028428568055,0.0782698828283617,0.0421357855194164,0.0129670399715562,0.0551028254909726,0.39670740143671,2.88388830954297e-06,-0.0917874764005655,6.97780370422054,0.00851320161602911,14.8259240608241,5.57574935036267e-07,0.0188186562038538,9.24400550191705e-07,4.79169134508678e-06
"20m","sp_even","Species evenness","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.000322682590212518,0.0655838821962774,0.0779750349435344,0.0652611996060649,0.012391152747257,0.0776523523533219,0.269475830978234,7.05617562216423e-09,-0.0950706451930859,6.66577586894631,0.0101139337159401,20.8864012510165,1.9540913637811e-09,0.0219716491070423,3.78793095132951e-09,1.41123512443285e-08
"20m","sp_shannon","Shannon diversity","phy_faith","Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,500,0.34011095191396,0.375826185794756,0.38357217735951,0.0357152338807956,0.00774599156475347,0.0434612254455491,0.20233360517674,1.47125351712201e-07,0.0689385096816956,6.23270344881628,0.0128646042093465,17.485232681949,4.59203665662857e-08,0.0274735615318246,8.26566598193143e-08,2.69314203134199e-07
"20m","sp_even","Species evenness","phy_rao","Phylogenetic Rao's Q","present_species_count","Number of species",FALSE,500,0.121502531776003,0.222461042725703,0.231963575094292,0.1009585109497,0.0095025323685887,0.110461043318289,0.335168936833183,6.94732413233239e-15,-0.0832549884208532,6.13676109879635,0.0135720843481655,35.6680202326325,3.36545030389563e-15,0.0285013771311475,8.00088185454433e-15,1.78645477688547e-14
"50m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","crown_equivalent_individuals","Crown-equivalent individuals",FALSE,80,0.473676614033089,0.583100937838972,0.614311680913746,0.109424323805883,0.031210743074774,0.140635066880657,0.34837404440859,2.41211476107936e-05,0.175216754233394,6.15008636845016,0.0153540585241722,13.8560912451948,7.40261414091014e-06,0.0317149405581263,1.15151775525269e-05,3.77548397386335e-05
"20m","phy_rao","Phylogenetic Rao's Q","phy_afaith","Abundance-weighted Faith's PD","present_species_count","Number of species",FALSE,500,0.550840991972743,0.556649216640722,0.561327085219128,0.00580822466797892,0.00467786857840524,0.0104860932463842,-0.0836468970415226,0.0110187507675232,0.0629632063467361,5.28918639995814,0.0218726382170157,5.92822359776259,0.00285558551949533,0.0444508454087739,0.00386885780060658,0.014000295092853
